SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
539149,ICSL        ,XT,Q,1.95,1.95,1.95,1.95,1.95,2.05,1,1000,1950.00,,INE682B01023,01-Apr-21,,
539150,PNCINFRA    ,A ,Q,257.45,262.60,254.30,257.40,257.30,257.40,1061,62034,15935825.00,,INE195J01029,01-Apr-21,,
539151,ARFIN       ,X ,Q,52.50,57.60,52.50,57.60,57.60,52.40,33,3372,191245.00,,INE784R01015,01-Apr-21,,
539175,INDRAIND    ,X ,Q,9.38,9.38,9.38,9.38,9.38,9.38,1,2,18.00,,INE924N01016,01-Apr-21,,
539176,HAWAENG     ,XT,Q,28.50,28.50,28.50,28.50,28.50,30.00,5,71,2023.00,,INE230I01018,01-Apr-21,,
539177,AIIL        ,X ,Q,324.30,324.30,324.30,324.30,324.30,330.90,5,8,2594.00,,INE206F01014,01-Apr-21,,
539195,POEL        ,XT,Q,38.60,39.65,36.55,39.65,39.65,37.80,22,1366,52610.00,,INE035S01010,01-Apr-21,,
539196,AEL         ,X ,Q,12.20,13.15,12.20,13.05,13.05,12.20,15,1755,22095.00,,INE829P01020,01-Apr-21,,
539197,DEVHARI     ,X ,Q,0.75,0.75,0.73,0.75,0.75,0.72,42,36930,27618.00,,INE553P01018,01-Apr-21,,
539201,SATIA       ,A ,Q,86.80,87.00,81.30,85.90,84.15,81.40,40,6352,540278.00,,INE170E01023,01-Apr-21,,
539216,GARMNTMNTR  ,B ,Q,87.00,100.00,86.05,86.15,86.05,88.00,26,8992,793333.00,,INE653S01010,01-Apr-21,,
539217,SRESTHA     ,X ,Q,1.93,2.01,1.84,1.84,1.84,1.93,5,1392,2586.00,,INE606K01023,01-Apr-21,,
539218,SAUMYA      ,X ,Q,51.10,51.10,51.10,51.10,51.10,51.10,1,8,408.00,,INE563C01015,01-Apr-21,,
539219,MUL         ,XT,Q,11.10,12.02,11.10,11.56,12.02,11.45,33,2447,28711.00,,INE150D01019,01-Apr-21,,
539221,SPORTKING   ,XT,Q,937.80,937.80,856.40,899.95,899.95,893.40,20,224,199270.00,,INE885H01011,01-Apr-21,,
539222,VMV         ,M ,Q,11.10,11.40,10.98,10.99,10.98,11.55,8,45000,502600.00,,INE451S01019,01-Apr-21,,
539223,AMBITION    ,B ,Q,5.00,5.00,5.00,5.00,5.00,5.00,2,12,60.00,,INE563S01011,01-Apr-21,,
539225,JIYAECO     ,XT,Q,4.75,4.85,4.42,4.85,4.85,4.62,52,13353,62156.00,,INE023S01016,01-Apr-21,,
539226,RUDRA       ,T ,Q,29.00,29.00,29.00,29.00,29.00,29.00,1,2,58.00,,INE027T01015,01-Apr-21,,
539227,LOYAL       ,B ,Q,29.00,29.00,27.60,28.45,28.45,27.95,8,213,5986.00,,INE876S01017,01-Apr-21,,
539228,GGPL        ,B ,Q,28.65,28.90,27.60,28.90,28.90,27.60,20,2854,82203.00,,INE480S01026,01-Apr-21,,
539229,MRSS        ,MT,Q,6.65,7.03,6.37,7.03,7.03,6.70,13,25200,174894.00,,INE196R01012,01-Apr-21,,
539235,GPL         ,X ,Q,281.00,281.00,267.10,267.10,267.10,281.15,9,109,29256.00,,INE545R01010,01-Apr-21,,
539252,SCFL        ,B ,Q,5.36,5.36,5.24,5.33,5.36,5.19,37,8292,44162.00,,INE979R01011,01-Apr-21,,
539254,ADANITRANS  ,A ,Q,924.90,999.15,917.30,999.15,999.15,908.35,3910,156579,153401669.00,,INE931S01010,01-Apr-21,,
539268,SYNGENE     ,A ,Q,553.80,560.00,548.25,557.85,557.85,543.35,945,122960,67751069.00,,INE398R01022,01-Apr-21,,
539274,BLFL        ,Z ,Q,4.37,4.37,4.37,4.37,4.37,4.60,2,5100,22287.00,,INE962P01011,01-Apr-21,,
539275,MSL         ,T ,Q,66.50,71.95,66.50,69.00,67.50,70.00,9,629,42385.00,,INE829S01016,01-Apr-21,,
539276,KAYA        ,B ,Q,301.00,301.00,286.00,288.10,288.10,296.30,272,8501,2496102.00,,INE587G01015,01-Apr-21,,
539278,SYMBIOX     ,X ,Q,0.91,0.91,0.90,0.90,0.90,0.91,5,2340,2107.00,,INE653R01012,01-Apr-21,,
539287,ORTINLAABS  ,T ,Q,30.65,30.65,30.65,30.65,30.65,32.25,13,1404,43032.00,,INE749B01020,01-Apr-21,,
539288,AVI         ,XT,Q,6.14,6.78,6.14,6.78,6.78,6.46,6,6,38.00,,INE897N01014,01-Apr-21,,
539289,MJCO        ,T ,Q,67.40,69.35,64.00,69.20,69.20,66.10,2421,144973,9826408.00,,INE898S01029,01-Apr-21,,
539290,BINDALAGRO  ,B ,Q,18.35,19.50,18.10,18.75,18.90,17.90,292,57734,1083229.00,,INE143A01010,01-Apr-21,,
539291,OZONEWORLD  ,X ,Q,67.20,73.90,67.20,71.20,71.90,72.70,77,27417,1950500.00,,INE583K01016,01-Apr-21,,
539301,ARVSMART    ,B ,Q,95.10,99.50,95.10,98.80,99.00,96.65,130,7170,705912.00,,INE034S01021,01-Apr-21,,
539302,POWERMECH   ,A ,Q,590.00,594.00,571.70,576.05,576.95,582.90,175,1365,794396.00,,INE211R01019,01-Apr-21,,
539304,CANOPYFIN   ,XT,Q,12.74,12.74,12.74,12.74,12.74,12.14,1,5,63.00,,INE095R01016,01-Apr-21,,
539309,RAMASTEEL   ,T ,Q,67.75,68.65,67.75,68.65,68.65,70.95,5,128,8732.00,,INE230R01027,01-Apr-21,,
539310,THINKINK    ,X ,Q,31.85,31.85,28.75,29.55,29.55,29.45,179,1085699,31610207.00,,INE365S01037,01-Apr-21,,
539312,UTISENSETF  ,B ,Q,520.00,530.00,518.00,529.66,528.52,514.75,16,53,27858.00,,INF789FB1X58,01-Apr-21,,
539313,UTINIFTETF  ,B ,Q,1540.00,1569.00,1535.00,1569.00,1569.00,1555.00,23,46,71614.00,,INF789FB1X41,01-Apr-21,,
539331,VETO        ,B ,Q,119.85,121.65,115.35,121.65,121.65,115.90,215,14702,1744459.00,,INE918N01018,01-Apr-21,,
539332,NAVKARCORP  ,B ,Q,31.10,33.30,31.10,31.90,31.90,31.10,681,93951,3059074.00,,INE278M01019,01-Apr-21,,
539334,SHREEPUSHK  ,B ,Q,144.00,144.00,136.95,139.60,139.60,136.70,391,12502,1733694.00,,INE712K01011,01-Apr-21,,
539336,GUJGAS      ,A ,Q,553.00,565.80,541.75,547.45,547.45,549.75,5813,151396,83883382.00,,INE844O01030,01-Apr-21,,
539346,SADBHIN     ,B ,Q,19.35,21.00,19.35,20.50,20.45,19.60,184,55228,1125590.00,,INE764L01010,01-Apr-21,,
539351,PRABHAT     ,B ,Q,95.75,98.00,95.75,97.00,96.90,95.75,169,12888,1246005.00,,INE302M01033,01-Apr-21,,
539353,SALAUTO     ,X ,Q,165.00,165.00,160.00,164.90,164.90,164.90,12,286,46043.00,,INE724G01014,01-Apr-21,,
539354,POLYSPIN    ,X ,Q,52.40,52.40,50.50,50.50,50.50,49.45,21,2840,145338.00,,INE914G01029,01-Apr-21,,
539359,PRITIKAUTO  ,X ,Q,89.95,99.65,87.20,98.10,98.00,87.65,373,48686,4646678.00,,INE583R01011,01-Apr-21,,
539363,SKC         ,T ,Q,6.15,6.15,6.15,6.15,6.15,6.18,2,81,498.00,,INE094T01015,01-Apr-21,,
539383,MINFY       ,Z ,Q,2.75,2.75,2.75,2.75,2.75,2.80,2,2,5.00,,INE019D01016,01-Apr-21,,
539384,KRISHNACAP  ,XT,Q,3.59,3.59,3.59,3.59,3.59,3.70,3,32,114.00,,INE897B01019,01-Apr-21,,
539391,ACME        ,X ,Q,20.10,20.10,19.50,20.00,20.00,19.75,39,4918,97722.00,,INE636B01011,01-Apr-21,,
539399,BELLACASA   ,B ,Q,134.85,134.85,125.00,130.00,130.00,130.90,24,2952,383424.00,,INE344T01014,01-Apr-21,,
539400,MALLCOM     ,X ,Q,373.20,400.00,373.20,393.90,391.00,390.00,36,949,374012.00,,INE389C01015,01-Apr-21,,
539404,SATIN       ,A ,Q,87.60,89.95,86.75,89.95,89.95,85.70,52,7210,643587.00,,INE836B01017,01-Apr-21,,
539407,GENCON      ,B ,Q,45.00,47.85,45.00,46.15,46.05,44.80,133,3963,180726.00,,INE854S01022,01-Apr-21,,
539428,TEJNAKSH    ,B ,Q,77.75,77.75,70.00,73.40,74.50,72.80,125,33279,2431350.00,,INE030T01019,01-Apr-21,,
539437,IDFCFIRSTB  ,A ,Q,56.40,57.80,56.10,57.05,57.05,55.70,5327,1883326,107112666.00,,INE092T01019,01-Apr-21,,
539447,BEARDSELL   ,B ,Q,9.92,10.18,9.87,10.18,10.18,9.26,7,258,2582.00,,INE520H01022,01-Apr-21,,
539448,INDIGO      ,A ,Q,1643.00,1643.00,1602.00,1617.50,1617.50,1634.95,1579,22343,36067292.00,,INE646L01027,01-Apr-21,,
539450,SHK         ,A ,Q,112.60,116.80,112.60,113.00,113.05,111.75,491,20845,2382984.00,,INE500L01026,01-Apr-21,,
539455,ARYAVAN     ,X ,Q,13.89,13.89,13.89,13.89,13.89,13.89,1,100,1389.00,,INE360S01012,01-Apr-21,,
539469,PANORAMA    ,XT,Q,50.75,50.75,50.75,50.75,50.75,50.75,1,1,50.00,,INE258R01010,01-Apr-21,,
539470,SHREEGANES  ,X ,Q,124.00,125.00,119.15,122.60,121.50,118.50,49,15491,1880853.00,,INE051N01018,01-Apr-21,,
539480,LICNETFN50  ,B ,Q,162.90,165.80,157.00,163.98,165.00,155.80,57,257,42276.00,,INF767K01OS7,01-Apr-21,,
539487,LICNETFSEN  ,B ,Q,560.00,560.00,535.05,556.00,556.00,535.05,5,6,3290.00,,INF767K01OT5,01-Apr-21,,
539506,ADCON       ,XT,Q,6.46,6.46,6.46,6.46,6.46,6.46,2,9,58.00,,INE805Q01010,01-Apr-21,,
539515,QUINT       ,XT,Q,323.05,329.60,323.05,323.05,323.05,329.60,25,162,52419.00,,INE641R01017,01-Apr-21,,
539516,HDFCNIFETF  ,B ,Q,157.50,158.60,156.30,157.80,157.80,156.75,68,1210,190761.00,,INF179KC1965,01-Apr-21,,
539517,SXETF       ,B ,Q,528.00,534.99,526.01,530.00,530.00,533.04,16,242,128124.00,,INF179KC1973,01-Apr-21,,
539518,UDAYJEW     ,X ,Q,110.20,112.45,108.15,108.55,108.55,112.45,11,56,6248.00,,INE551B01012,01-Apr-21,,
539519,MAYUKH      ,X ,Q,24.90,24.90,24.40,24.70,24.70,24.25,30,24789,606089.00,,INE280E01012,01-Apr-21,,
539523,ALKEM       ,A ,Q,2775.00,2793.15,2737.20,2775.80,2775.80,2772.20,1216,4943,13666346.00,,INE540L01014,01-Apr-21,,
539524,LALPATHLAB  ,A ,Q,2719.90,2750.00,2666.00,2731.90,2731.90,2707.45,1957,11670,31602697.00,,INE600L01024,01-Apr-21,,
539525,NAVKETAN    ,XT,Q,0.56,0.56,0.56,0.56,0.56,0.54,8,2038,1141.00,,INE365G01016,01-Apr-21,,
539526,SCTL        ,B ,Q,0.58,0.58,0.56,0.57,0.57,0.57,342,1632284,925194.00,,INE452S01025,01-Apr-21,,
539527,CREATIVE    ,X ,Q,338.00,369.80,338.00,338.35,338.00,355.00,10,257,88754.00,,INE146E01015,01-Apr-21,,
539528,AAYUSH      ,X ,Q,26.95,28.30,26.00,26.70,26.70,26.15,35,968,26425.00,,INE430R01015,01-Apr-21,,
539542,LUXIND      ,A ,Q,1775.00,1843.05,1775.00,1827.80,1821.05,1743.15,322,3140,5673189.00,,INE150G01020,01-Apr-21,,
539544,ABHIINFRA   ,XT,Q,4.50,4.65,4.50,4.65,4.65,4.56,8,18791,86780.00,,INE281P01016,01-Apr-21,,
539546,BNL         ,X ,Q,6.85,6.85,6.85,6.85,6.85,6.85,3,99,678.00,,INE679E01015,01-Apr-21,,
539551,NH          ,A ,Q,415.00,422.45,411.60,417.80,417.85,406.10,446,7617,3177053.00,,INE410P01011,01-Apr-21,,
539561,REMLIFE     ,XT,Q,46.15,46.15,42.00,42.00,42.00,44.00,6,103,4360.00,,INE549S01010,01-Apr-21,,
539562,AARNAV      ,XT,Q,88.00,88.00,84.55,88.00,88.00,89.00,18,329,27973.00,,INE750R01016,01-Apr-21,,
539594,MISHTANN    ,X ,Q,4.90,4.92,4.67,4.88,4.90,4.81,83,20681,99700.00,,INE094S01041,01-Apr-21,,
539597,JSLHISAR    ,A ,Q,124.55,130.70,124.50,128.35,128.00,125.65,1203,92587,11857648.00,,INE455T01018,01-Apr-21,,
539620,AINFRA      ,X ,Q,21.50,24.80,21.50,22.00,21.70,22.55,21,673,15400.00,,INE534E01020,01-Apr-21,,
539621,BCLENTERPR  ,XT,Q,9.31,10.29,9.31,10.24,10.25,9.80,33,3267,31608.00,,INE368E01015,01-Apr-21,,
539636,PRECAM      ,B ,Q,40.45,41.60,39.70,41.30,41.30,39.80,384,24773,1012754.00,,INE484I01029,01-Apr-21,,
539658,TEAMLEASE   ,A ,Q,3800.00,3850.00,3713.80,3767.65,3773.05,3763.35,245,875,3310711.00,,INE985S01024,01-Apr-21,,
539660,BESTAGRO    ,B ,Q,421.00,437.50,411.00,433.70,424.00,445.55,62,560,238317.00,,INE052T01013,01-Apr-21,,
539661,ACEMEN      ,XT,Q,36.60,36.60,35.00,36.60,36.60,35.00,14,729,26180.00,,INE023R01018,01-Apr-21,,
539669,RGF         ,Z ,Q,1.23,1.23,1.23,1.23,1.23,1.23,2,109,134.00,,INE684D01025,01-Apr-21,,
539673,RCL         ,XT,Q,7.88,7.88,7.88,7.88,7.88,8.29,8,1045,8234.00,,INE792P01012,01-Apr-21,,
539678,QUICKHEAL   ,A ,Q,187.00,191.80,187.00,189.10,189.10,186.60,845,43559,8249342.00,,INE306L01010,01-Apr-21,,
539686,KPEL        ,B ,Q,58.00,58.00,57.00,57.90,58.00,56.55,28,561,32346.00,,INE127T01013,01-Apr-21,,
539692,IFINSER     ,X ,Q,5.25,5.25,5.25,5.25,5.25,5.35,11,846,4441.00,,INE064T01018,01-Apr-21,,
539725,GOKULAGRO   ,B ,Q,20.20,20.60,20.10,20.40,20.40,20.25,55,8821,178731.00,,INE314T01025,01-Apr-21,,
539730,FREDUN      ,XT,Q,469.90,469.90,440.60,456.00,456.00,463.55,32,734,336904.00,,INE194R01017,01-Apr-21,,
539742,SIMBHALS    ,B ,Q,7.73,7.78,7.45,7.78,7.78,7.41,52,18855,145015.00,,INE748T01016,01-Apr-21,,
539767,MNIL        ,X ,Q,7.65,7.65,7.65,7.65,7.65,7.80,6,153,1170.00,,INE216Q01010,01-Apr-21,,
539770,DARJEELING  ,XT,Q,3.96,3.96,3.61,3.83,3.89,3.80,35,12725,46415.00,,INE830S01014,01-Apr-21,,
539773,ADVIKCA     ,XT,Q,1.52,1.52,1.52,1.52,1.52,1.55,1,975,1482.00,,INE178T01024,01-Apr-21,,
539784,LICNFNHGP   ,B ,Q,147.01,150.90,147.01,150.90,150.90,148.17,3,4,591.00,,INF767K01PC8,01-Apr-21,,
539785,PDMJEPAPER  ,B ,Q,24.30,24.75,24.10,24.45,24.45,24.10,76,9916,242505.00,,INE865T01018,01-Apr-21,,
539787,HCG         ,A ,Q,192.40,194.30,183.55,186.60,188.05,191.05,802,27803,5249254.00,,INE075I01017,01-Apr-21,,
539798,UMIYA       ,X ,Q,8.75,8.75,8.75,8.75,8.75,8.85,2,100,875.00,,INE173U01015,01-Apr-21,,
539799,BHARATWIRE  ,T ,Q,33.80,36.00,33.80,35.95,36.00,34.70,39,7381,260147.00,,INE316L01019,01-Apr-21,,
539800,CHDCHEM     ,B ,Q,16.60,16.60,16.60,16.60,16.60,16.90,32,4706,78119.00,,INE043U01010,01-Apr-21,,
539807,INFIBEAM    ,A ,Q,47.50,48.30,46.95,47.60,47.60,47.40,798,382680,18240359.00,,INE483S01020,01-Apr-21,,
539814,LELAVOIR    ,X ,Q,42.00,45.00,42.00,43.25,43.25,43.90,43,11609,507287.00,,INE204S01012,01-Apr-21,,
539835,SUPERIOR    ,X ,Q,133.30,134.00,133.30,133.90,133.95,133.25,157,12466,1664236.00,,INE574R01010,01-Apr-21,,
539837,RPEL        ,T ,Q,227.00,238.85,220.55,235.30,238.85,227.50,40,3733,870882.00,,INE912T01018,01-Apr-21,,
539839,FRANKLIN    ,M ,Q,9.59,9.59,9.59,9.59,9.59,10.65,2,8000,76720.00,,INE399S01010,01-Apr-21,,
539841,LANCER      ,B ,Q,65.70,69.75,65.70,69.45,69.45,65.70,82,8469,577654.00,,INE359U01010,01-Apr-21,,
539844,EQUITAS     ,A ,Q,87.30,89.15,87.20,87.85,87.85,87.30,1092,132397,11674183.00,,INE988K01017,01-Apr-21,,
539854,HALDER      ,X ,Q,117.50,117.50,117.50,117.50,117.50,117.50,1,1,117.00,,INE115S01010,01-Apr-21,,
539871,THYROCARE   ,A ,Q,902.75,949.00,902.75,945.10,948.00,902.95,3692,42996,40133125.00,,INE594H01019,01-Apr-21,,
539872,BAJAJHCARE  ,B ,Q,471.60,479.95,430.20,446.15,446.15,471.60,3592,1045189,462741111.00,,INE411U01019,01-Apr-21,,
539874,UJJIVAN     ,A ,Q,212.65,227.60,212.65,224.00,224.00,210.60,2239,139505,30569484.00,,INE334L01012,01-Apr-21,,
539876,CROMPTON    ,A ,Q,392.00,398.95,383.45,393.15,392.25,393.50,1710,44831,17507130.00,,INE299U01018,01-Apr-21,,
539883,PILANIINVS  ,A ,Q,1650.00,1700.00,1590.00,1692.15,1695.00,1585.50,228,665,1101585.00,,INE417C01014,01-Apr-21,,
539884,DARSHANORNA ,B ,Q,15.00,15.60,14.90,15.01,15.01,14.25,6,812,12182.00,,INE671T01010,01-Apr-21,,
539889,PARAGMILK   ,A ,Q,106.75,111.95,106.00,111.35,111.35,105.55,1019,54606,5976750.00,,INE883N01014,01-Apr-21,,
539894,MADHAVIPL   ,X ,Q,4.85,5.29,4.81,5.15,5.15,5.05,71,45855,235305.00,,INE631R01026,01-Apr-21,,
539910,KOCL        ,XT,Q,0.79,0.79,0.79,0.79,0.79,0.80,16,7274,5746.00,,INE833C01012,01-Apr-21,,
539911,SNIM        ,XT,Q,41.35,41.35,41.35,41.35,41.35,40.55,52,61,2522.00,,INE730R01034,01-Apr-21,,
539917,NAGARFERT   ,T ,Q,6.57,6.58,6.25,6.27,6.26,6.28,105,45003,289573.00,,INE454M01024,01-Apr-21,,
539921,SEIL        ,T ,Q,146.05,146.05,146.05,146.05,146.05,146.00,2,200,29210.00,,INE440T01010,01-Apr-21,,
539939,YASHCHEM    ,B ,Q,40.65,41.70,39.90,41.50,41.50,41.55,8,570,23011.00,,INE571U01010,01-Apr-21,,
539940,MAXVIL      ,B ,Q,56.95,58.00,56.35,57.70,56.35,56.50,99,8986,514829.00,,INE154U01015,01-Apr-21,,
539945,ICICINV20   ,B ,Q,77.50,79.47,77.50,78.80,78.70,76.58,16,59,4655.00,,INF109KB1WY5,01-Apr-21,,
539947,JLL         ,XT,Q,16.00,16.00,16.00,16.00,16.00,16.00,1,1,16.00,,INE919T01013,01-Apr-21,,
539956,TAALENT     ,X ,Q,460.05,475.00,460.00,473.35,471.00,461.75,99,1938,902575.00,,INE524T01011,01-Apr-21,,
539957,MGL         ,A ,Q,1185.80,1192.90,1158.50,1180.65,1182.00,1167.20,831,10284,12110888.00,,INE002S01010,01-Apr-21,,
539963,ZEAL        ,B ,Q,66.75,67.00,64.25,67.00,67.00,65.45,19,891,59414.00,,INE819S01017,01-Apr-21,,
539978,QUESS       ,A ,Q,690.10,703.35,682.00,690.65,686.00,699.15,963,41991,29141191.00,,INE615P01015,01-Apr-21,,
539980,ICICIMCAP   ,B ,Q,84.13,86.42,83.61,85.96,85.96,85.97,52,7294,617493.00,,INF109KB1XT3,01-Apr-21,,
539982,ASYL        ,T ,Q,10.11,10.11,10.11,10.11,10.11,10.42,1,10,101.00,,INE184U01012,01-Apr-21,,
539984,HUIL        ,XT,Q,3032.10,3210.00,3032.10,3105.05,3105.05,3102.85,30,93,291457.00,,INE799B01017,01-Apr-21,,
539986,COMSYN      ,T ,Q,114.20,114.20,103.65,104.00,103.75,109.10,25,2682,284979.00,,INE073V01015,01-Apr-21,,
539992,LLOYDSTEEL  ,T ,Q,1.18,1.18,1.09,1.15,1.15,1.13,405,449580,515673.00,,INE093R01011,01-Apr-21,,
540005,LTI         ,A ,Q,4060.00,4189.60,4060.00,4112.45,4120.00,4048.00,1351,6896,28475649.00,,INE214T01019,01-Apr-21,,
540006,EASTWEST    ,XT,Q,13.70,13.70,13.60,13.70,13.70,13.05,227,36656,502100.00,,INE595R01023,01-Apr-21,,
540023,COLORCHIPS  ,XT,Q,25.10,25.25,25.10,25.20,25.20,24.80,26,2112,53261.00,,INE621I01026,01-Apr-21,,
540025,ADVENZYMES  ,A ,Q,351.80,360.00,351.80,354.10,356.75,344.85,419,10138,3595145.00,,INE837H01020,01-Apr-21,,
540027,PTIL        ,B ,Q,322.70,323.90,315.00,321.35,321.35,320.15,21,10065,3219683.00,,INE171P01019,01-Apr-21,,
540047,DBL         ,A ,Q,584.90,602.20,580.10,595.40,593.25,580.20,857,28105,16717633.00,,INE917M01012,01-Apr-21,,
540048,SPAL        ,B ,Q,150.10,163.50,150.10,161.85,162.10,153.30,81,1473,231850.00,,INE212I01016,01-Apr-21,,
540061,BIGBLOC     ,B ,Q,104.75,104.80,104.75,104.75,104.75,110.25,13,350,36662.00,,INE412U01017,01-Apr-21,,
540062,GOLDENCREST ,X ,Q,26.55,26.55,26.55,26.55,26.55,26.55,1,1,26.00,,INE222U01010,01-Apr-21,,
540064,FRETAIL     ,A ,Q,40.65,44.80,40.60,44.80,44.80,42.70,4588,830276,35365383.00,,INE752P01024,01-Apr-21,,
540065,RBLBANK     ,A ,Q,210.75,217.00,208.30,216.15,216.15,207.50,2923,465685,98782061.00,,INE976G01028,01-Apr-21,,
540073,BLS         ,B ,Q,93.00,97.80,93.00,96.50,96.50,92.30,365,16373,1566922.00,,INE153T01027,01-Apr-21,,
540078,MITSU       ,T ,Q,114.00,114.00,109.00,110.15,110.00,110.00,18,2155,240026.00,,INE317V01016,01-Apr-21,,
540080,NARAYANI    ,T ,Q,21.35,21.35,20.45,20.95,21.00,20.60,61,3584,74802.00,,INE715T01015,01-Apr-21,,
540081,GOVNOW      ,B ,Q,1.15,1.15,1.15,1.15,1.15,1.15,2,800,920.00,,INE860T01019,01-Apr-21,,
540083,TVVISION    ,B ,Q,2.81,2.81,2.81,2.81,2.81,2.68,9,8019,22533.00,,INE871L01013,01-Apr-21,,
540084,SPICY       ,M ,Q,1.90,1.90,1.90,1.90,1.90,1.99,3,70000,133000.00,,INE592O01019,01-Apr-21,,
540097,VISCO       ,X ,Q,13.75,13.75,13.75,13.75,13.75,14.05,1,10,137.00,,INE890S01018,01-Apr-21,,
540108,TIAANC      ,X ,Q,41.50,41.50,39.25,39.75,40.00,40.80,69,19023,770974.00,,INE864T01011,01-Apr-21,,
540115,LTTS        ,A ,Q,2660.05,2756.00,2626.25,2722.30,2722.30,2654.80,6412,48581,131723164.00,,INE010V01017,01-Apr-21,,
540124,GNA         ,B ,Q,344.90,379.90,344.90,370.55,369.50,340.25,343,7754,2817261.00,,INE934S01014,01-Apr-21,,
540125,RADHIKAJWE  ,M ,Q,15.05,17.85,15.05,17.70,17.70,15.05,5,14400,250880.00,,INE583V01013,01-Apr-21,,
540133,ICICIPRULI  ,A ,Q,446.95,449.20,437.75,444.25,445.00,445.25,1282,50133,22144423.00,,INE726G01019,01-Apr-21,,
540134,IISL        ,X ,Q,4.59,4.60,4.49,4.57,4.57,4.40,28,25475,116038.00,,INE818R01011,01-Apr-21,,
540135,ARCFIN      ,X ,Q,3.81,3.81,3.81,3.81,3.81,3.81,1,94,358.00,,INE202R01018,01-Apr-21,,
540136,HPL         ,T ,Q,47.05,50.60,47.00,49.00,49.00,48.75,241,34285,1652524.00,,INE495S01016,01-Apr-21,,
540143,SAGARSOFT   ,X ,Q,81.00,81.10,76.80,78.35,79.00,80.25,37,1726,136557.00,,INE184B01012,01-Apr-21,,
540144,DRA         ,M ,Q,9.80,10.00,9.80,10.00,10.00,9.10,2,5000,49500.00,,INE746V01016,01-Apr-21,,
540145,VALIANTORG  ,B ,Q,1300.00,1305.35,1250.05,1289.65,1289.35,1292.90,915,6134,7852228.00,,INE565V01010,01-Apr-21,,
540153,ENDURANCE   ,A ,Q,1456.15,1462.00,1426.00,1440.80,1442.00,1453.35,414,67513,96891177.00,,INE913H01037,01-Apr-21,,
540154,IDFSENSEXE  ,B ,Q,507.00,559.80,506.74,559.80,559.80,509.15,6,23,11728.00,,INF194KA1T91,01-Apr-21,,
540159,PURPLE      ,XT,Q,39.00,39.00,39.00,39.00,39.00,39.00,1,1,39.00,,INE905R01016,01-Apr-21,,
540173,PNBHOUSING  ,A ,Q,378.80,395.50,378.80,393.50,393.50,374.50,710,16496,6400667.00,,INE572E01012,01-Apr-21,,
540174,SOUTHERNIN  ,XT,Q,14.48,14.48,14.48,14.48,14.48,14.20,2,3,43.00,,INE298B01010,01-Apr-21,,
540175,REGENCY     ,X ,Q,12.00,12.15,11.20,12.10,12.10,11.64,45,16178,195289.00,,INE964R01013,01-Apr-21,,
540180,VBL         ,A ,Q,1005.90,1013.15,994.25,1009.55,1005.65,1005.90,4081,48708,48868024.00,,INE200M01013,01-Apr-21,,
540181,SALEM       ,XT,Q,3.16,3.16,3.16,3.16,3.16,3.01,1,1,3.00,,INE894E01028,01-Apr-21,,
540192,LKPSEC      ,X ,Q,6.95,6.95,6.66,6.93,6.93,6.75,23,3073,20816.00,,INE341H01023,01-Apr-21,,
540198,OSIAJEE     ,X ,Q,19.35,21.85,18.80,21.70,21.70,18.95,305,122226,2499476.00,,INE186R01013,01-Apr-21,,
540203,SFL         ,A ,Q,2020.00,2020.00,1980.00,1987.20,1987.20,1976.20,263,512,1027171.00,,INE916U01025,01-Apr-21,,
540204,NIDL        ,XT,Q,82.70,82.70,75.25,82.05,82.50,79.20,43,8728,693655.00,,INE666Q01016,01-Apr-21,,
540205,AVL         ,B ,Q,182.15,185.75,178.55,185.75,185.75,182.15,33,4338,787339.00,,INE679V01019,01-Apr-21,,
540210,TMRVL       ,B ,Q,12.49,12.58,12.49,12.58,12.58,11.99,7,285,3585.00,,INE759V01019,01-Apr-21,,
540212,TCIEXP      ,A ,Q,935.90,948.00,925.85,934.70,928.15,948.55,380,2075,1943516.00,,INE586V01016,01-Apr-21,,
540222,LAURUSLABS  ,A ,Q,360.60,369.00,360.60,365.40,364.75,362.05,4227,167677,61328499.00,,INE947Q01028,01-Apr-21,,
540253,SNTCL       ,XT,Q,1.38,1.39,1.38,1.38,1.38,1.40,6,1489,2057.00,,INE066E01015,01-Apr-21,,
540254,MTPL        ,X ,Q,4.44,4.66,4.26,4.52,4.66,4.44,4,103,457.00,,INE245H01018,01-Apr-21,,
540259,SHANGAR     ,X ,Q,14.45,14.90,13.90,14.60,14.60,14.00,581,99820,1428955.00,,INE118R01024,01-Apr-21,,
540268,DHANVARSHA  ,X ,Q,485.00,502.65,481.00,493.80,498.00,482.05,144,20812,10118187.00,,INE615R01011,01-Apr-21,,
540293,PRICOLLTD   ,A ,Q,72.45,73.00,69.65,71.75,71.75,70.05,1210,167705,11996051.00,,INE726V01018,01-Apr-21,,
540311,JITFINFRA   ,T ,Q,8.07,8.07,8.07,8.07,8.07,7.69,3,84,677.00,,INE863T01013,01-Apr-21,,
540359,PARMAX      ,X ,Q,35.50,36.75,35.50,36.75,36.75,35.50,14,766,27720.00,,INE240T01014,01-Apr-21,,
