SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
507490,RANA SUGARS ,B ,Q,14.60,15.55,14.14,15.55,15.55,14.14,1298,1031467,15790838.00,,INE625B01014,03-May-21,,
507498,PICCADILY SU,X ,Q,6.60,7.46,6.60,7.46,7.46,6.22,206,86236,641593.00,,INE544C01023,03-May-21,,
507508,RIGA SUGAR  ,X ,Q,4.50,4.84,4.50,4.84,4.84,4.40,18,27113,126681.00,,INE909C01010,03-May-21,,
507514,SOM DISTILL.,B ,Q,31.00,32.00,30.50,31.25,31.30,30.85,244,12315,386182.00,,INE480C01020,03-May-21,,
507515,CJ GELATIN  ,XT,Q,19.75,19.75,19.00,19.00,19.00,18.84,35,3909,76015.00,,INE557D01015,03-May-21,,
507522,MOUNTT SHIV.,Z ,Q,2.80,2.80,2.80,2.80,2.80,2.90,4,2518,7050.00,,INE410C01019,03-May-21,,
507525,AMRIT CORP  ,X ,Q,690.00,699.00,690.00,699.00,699.00,695.40,3,5,3477.00,,INE866E01026,03-May-21,,
507526,ASSO.ALCOHOL,B ,Q,422.00,422.00,400.00,414.15,419.05,411.40,656,14577,5981503.00,,INE073G01016,03-May-21,,
507552,FOODS & INNS,X ,Q,53.80,53.80,51.50,52.15,52.35,52.55,207,12769,668683.00,,INE976E01023,03-May-21,,
507580,IVP LIMITED ,B ,Q,118.70,118.70,111.15,116.20,116.85,114.00,29,323,37372.00,,INE043C01018,03-May-21,,
507598,KLRFM       ,X ,Q,50.40,50.50,48.20,49.55,50.20,51.45,49,1960,97689.00,,INE014E01015,03-May-21,,
507621,MILKFOOD    ,X ,Q,320.00,330.00,319.00,321.25,320.50,317.60,57,809,260567.00,,INE588G01013,03-May-21,,
507645,POLSON LTD. ,X ,Q,9740.00,9740.00,9460.00,9495.75,9500.00,9749.95,21,24,230371.00,,INE339F01021,03-May-21,,
507685,WIPRO LTD.  ,A ,Q,492.40,495.95,483.15,487.50,487.50,492.40,5598,341385,166906736.00,,INE075A01022,03-May-21,,
507690,ORIENT BEVER,X ,Q,67.90,67.90,66.25,67.45,67.40,67.00,15,282,18886.00,,INE247F01018,03-May-21,,
507717,DHAN AGRI   ,A ,Q,783.60,850.00,766.50,813.40,813.40,766.35,2750,43539,35626577.00,,INE435G01025,03-May-21,,
507747,TTK HEALTHCA,B ,Q,614.05,623.00,591.95,602.95,612.25,618.40,291,2177,1321586.00,,INE910C01018,03-May-21,,
507753,TGVSL       ,X ,Q,33.40,36.00,32.65,35.30,35.30,32.95,1363,571787,19862396.00,,INE284B01028,03-May-21,,
507759,LIME CHEM.  ,X ,Q,21.85,21.85,18.25,20.30,20.30,19.95,14,879,17828.00,,INE891G01011,03-May-21,,
507779,KANPUR PLAST,B ,Q,147.90,159.95,146.65,156.15,155.25,148.05,596,9467,1452035.00,,INE694E01014,03-May-21,,
507785,TAINWALA CH.,B ,Q,69.45,70.20,65.05,67.20,66.90,68.75,156,4000,270060.00,,INE123C01018,03-May-21,,
507789,JAGSON PHAR ,B ,Q,95.45,98.00,90.00,94.90,94.90,95.45,721,25498,2405878.00,,INE048B01027,03-May-21,,
507794,KHAITAN CHEM,B ,Q,22.20,23.70,22.20,23.15,23.15,22.30,345,34075,778284.00,,INE745B01028,03-May-21,,
507813,NATI. OXYGEN,XT,Q,61.90,61.90,61.90,61.90,61.90,63.15,7,457,28288.00,,INE296D01010,03-May-21,,
507815,GILLETTE (I),A ,Q,5490.00,5500.00,5410.00,5449.30,5457.50,5495.75,273,663,3615831.00,,INE322A01010,03-May-21,,
507817,WIRES FABRIK,X ,Q,55.00,58.00,53.00,58.00,58.00,55.55,18,1750,96345.00,,INE469D01013,03-May-21,,
507828,ANSALHSG    ,B ,Q,5.16,5.16,4.80,5.15,5.16,5.16,13,3456,17665.00,,INE880B01015,03-May-21,,
507833,COMPUTER PNT,XT,Q,0.46,0.50,0.46,0.50,0.50,0.48,6,108,53.00,,INE607B01012,03-May-21,,
507836,MAC CHARLES ,X ,Q,364.00,364.00,358.15,361.65,358.25,370.00,9,82,29706.00,,INE435D01014,03-May-21,,
507852,ADDI IND.   ,X ,Q,4.60,4.83,4.37,4.83,4.83,4.60,8,956,4396.00,,INE757C01021,03-May-21,,
507864,PION INVEST ,X ,Q,29.30,29.35,28.50,29.00,28.50,28.45,3,50,1449.00,,INE746D01014,03-May-21,,
507872,ASHNOOR TEX.,XT,Q,14.80,14.80,14.80,14.80,14.80,14.70,2,164,2427.00,,INE372I01018,03-May-21,,
507878,UNITECH LTD ,Z ,Q,1.54,1.54,1.45,1.50,1.50,1.50,381,728576,1081505.00,,INE694A01020,03-May-21,,
507880,VIP INDUS.  ,A ,Q,332.25,346.85,332.25,338.05,338.05,344.55,585,10067,3425930.00,,INE054A01027,03-May-21,,
507910,FIBERWB IN  ,X ,Q,29.55,34.70,29.55,33.60,33.60,28.95,1920,577184,19020357.00,,INE296C01020,03-May-21,,
507912,LKP FIN     ,X ,Q,76.45,76.50,73.20,74.00,74.00,76.50,15,554,41076.00,,INE724A01017,03-May-21,,
507944,BAJAJ STEEL ,X ,Q,510.00,582.00,505.60,577.20,577.20,516.90,2465,89067,49655848.00,,INE704G01024,03-May-21,,
507948,KEY CORP.LTD,XT,Q,14.63,14.63,14.63,14.63,14.63,13.94,1,100,1463.00,,INE130F01016,03-May-21,,
507960,GUJ.HOTELS  ,X ,Q,100.35,100.50,100.00,100.20,100.20,102.35,38,9244,924776.00,,INE621C01011,03-May-21,,
507970,PARA. COSMET,X ,Q,16.25,17.85,16.25,16.30,16.30,17.00,4,18,299.00,,INE143I01013,03-May-21,,
507981,JINDAL HOTL ,X ,Q,22.50,23.50,22.50,22.95,22.95,22.50,41,714,16280.00,,INE726D01016,03-May-21,,
507998,SIMMONDS-MAR,X ,Q,29.85,32.20,27.55,31.65,30.70,28.75,92,9175,285936.00,,INE657D01021,03-May-21,,
508136,BNALTD      ,X ,Q,150.20,155.60,150.20,155.35,155.35,150.00,64,6167,953744.00,,INE489D01011,03-May-21,,
508486,HAWKINS COOK,A ,Q,5425.80,5561.50,5362.05,5424.85,5425.05,5425.80,259,3082,16735024.00,,INE979B01015,03-May-21,,
508494,WARREN TEA  ,X ,Q,47.00,57.45,47.00,52.65,53.25,48.10,122,14320,775975.00,,INE712A01012,03-May-21,,
508571,COCHIN MALA ,X ,Q,57.00,57.00,56.00,56.00,56.00,54.50,2,3,169.00,,INE788M01017,03-May-21,,
508807,IST LTD.    ,X ,Q,381.00,382.00,361.00,371.50,371.50,395.00,81,3274,1215460.00,,INE684B01029,03-May-21,,
508814,COSMO FILMS ,A ,Q,651.00,689.80,651.00,680.40,680.40,660.45,479,7267,4930462.00,,INE757A01017,03-May-21,,
508860,DIAMANT     ,XT,Q,0.28,0.28,0.28,0.28,0.28,0.28,11,4610,1290.00,,INE206I01026,03-May-21,,
508869,APOLLO HOSP.,A ,Q,3195.00,3220.35,3141.00,3202.35,3209.95,3199.00,2342,26843,85226782.00,,INE437A01024,03-May-21,,
508875,NITINCAST   ,X ,Q,66.00,66.00,60.00,62.00,60.00,62.90,2,3,186.00,,INE861H01020,03-May-21,,
508905,SMIFS CAPITA,X ,Q,34.30,34.30,34.30,34.30,34.30,36.10,3,110,3773.00,,INE641A01013,03-May-21,,
508906,EVEREST INDS,B ,Q,317.95,333.30,316.20,327.80,326.50,317.95,488,10001,3273372.00,,INE295A01018,03-May-21,,
508918,IRONWOOD    ,X ,Q,23.50,24.65,22.35,24.65,24.65,23.50,16,1389,32863.00,,INE791H01011,03-May-21,,
508922,MSR INDIA   ,XT,Q,10.40,10.40,9.85,10.29,10.29,10.35,15,954,9825.00,,INE331L01026,03-May-21,,
508933,AYMSYNTEX   ,B ,Q,47.40,49.50,45.25,49.45,49.50,47.40,90,9995,486001.00,,INE193B01039,03-May-21,,
508941,PANASON CAR ,X ,Q,468.00,470.00,450.00,454.55,458.95,459.75,111,2265,1045711.00,,INE013E01017,03-May-21,,
508954,FINKURVE    ,X ,Q,44.15,45.70,40.65,43.40,43.40,44.05,24,1335,56645.00,,INE734I01027,03-May-21,,
508956,HB LEAS.PUB ,XT,Q,1.81,1.81,1.65,1.81,1.81,1.73,10,1200,2126.00,,INE549B01016,03-May-21,,
508969,SULABH ENG. ,X ,Q,1.45,1.55,1.31,1.45,1.45,1.42,44,11856,17546.00,,INE673M01029,03-May-21,,
508989,NAVNETEDUL  ,A ,Q,76.50,76.50,73.45,74.50,74.85,74.75,469,14665,1086473.00,,INE060A01024,03-May-21,,
508996,SATPROP LTD ,Z ,Q,0.93,0.93,0.93,0.93,0.93,0.95,3,1374,1277.00,,INE086E01021,03-May-21,,
509009,AUSOM ENT   ,B ,Q,60.95,63.00,57.40,61.00,61.00,62.90,33,3300,199858.00,,INE218C01016,03-May-21,,
509020,RUCHI INFRA.,T ,Q,5.89,5.89,5.61,5.76,5.78,5.82,140,44188,250801.00,,INE413B01023,03-May-21,,
509048,LANCOR HOLDS,X ,Q,5.45,5.90,5.13,5.39,5.39,5.54,32,20914,120550.00,,INE572G01025,03-May-21,,
509051,INDIAN INFO.,XT,Q,0.41,0.42,0.39,0.42,0.42,0.41,1389,1704601,685307.00,,INE300B01022,03-May-21,,
509053,BANAS FIN.  ,X ,Q,5.07,5.24,5.04,5.22,5.22,5.14,41,6874,35015.00,,INE521L01030,03-May-21,,
509055,VISAKA IND. ,B ,Q,585.00,612.00,583.85,600.15,601.55,578.90,1424,16266,9756767.00,,INE392A01013,03-May-21,,
509069,INFOMEDIA   ,B ,Q,3.93,3.93,3.71,3.83,3.83,3.75,34,14815,56931.00,,INE669A01022,03-May-21,,
509073,HATHWAY BHAW,XT,Q,17.40,18.15,16.70,17.45,17.50,17.35,46,3165,55308.00,,INE525B01016,03-May-21,,
509077,PRESSMN     ,B ,Q,24.25,24.60,23.65,24.00,24.00,23.25,241,11101,268353.00,,INE980A01023,03-May-21,,
509079,GUFIC BIO SC,B ,Q,137.00,146.35,136.55,141.00,141.00,136.80,1694,92716,13165194.00,,INE742B01025,03-May-21,,
509152,GRPLTD      ,B ,Q,827.00,839.05,806.00,820.00,820.00,815.00,56,267,220048.00,,INE137I01015,03-May-21,,
509162,INDAG RUBBER,X ,Q,92.50,99.00,86.00,90.70,90.70,90.15,87,2829,256677.00,,INE802D01023,03-May-21,,
509196,M.M.RUBBER  ,X ,Q,65.50,65.50,65.50,65.50,65.50,64.20,4,208,13624.00,,INE159E01026,03-May-21,,
509220,PTL LTD     ,B ,Q,36.40,38.70,36.40,37.70,37.70,36.10,1341,93187,3497266.00,,INE034D01031,03-May-21,,
509243,TVS SRICHAKR,A ,Q,1799.25,1868.80,1771.05,1822.95,1822.95,1795.15,362,1644,2980800.00,,INE421C01016,03-May-21,,
509423,SEL         ,X ,Q,18.55,18.55,18.00,18.00,18.00,17.71,14,1995,36625.00,,INE367E01033,03-May-21,,
509438,BENARES HOT ,XT,Q,1215.00,1256.20,1200.10,1256.20,1256.20,1215.05,27,171,208045.00,,INE664D01019,03-May-21,,
509449,BHAGWATI OXY,XT,Q,25.10,25.10,25.10,25.10,25.10,24.63,2,250,6275.00,,INE026I01010,03-May-21,,
509470,BOMOXY-B1   ,XT,Q,19254.20,19254.20,19254.20,19254.20,19254.20,19647.10,3,4,77016.00,,INE01TL01014,03-May-21,,
509472,CRAVATEX    ,X ,Q,269.00,269.00,243.25,260.90,243.25,257.00,12,98,25612.00,,INE145E01017,03-May-21,,
509480,BERGE PAINT ,A ,Q,708.00,713.90,697.45,712.05,712.05,703.55,883,24610,17387014.00,,INE463A01038,03-May-21,,
509486,CAPRIHANS   ,X ,Q,94.00,97.70,91.55,95.90,95.70,90.95,143,18072,1727551.00,,INE479A01018,03-May-21,,
509488,GRAPHITE IN.,A ,Q,729.90,753.00,722.55,744.80,744.80,731.40,3365,145625,107366025.00,,INE371A01025,03-May-21,,
509496,ITDCEM      ,A ,Q,70.70,72.15,70.70,71.15,71.15,71.55,600,22346,1593945.00,,INE686A01026,03-May-21,,
509525,EMPIRE IND. ,X ,Q,635.00,668.00,635.00,641.00,646.05,630.70,62,877,563284.00,,INE515H01014,03-May-21,,
509557,GARFIBRES   ,A ,Q,2560.00,2701.95,2560.00,2694.15,2664.00,2623.15,540,1725,4619426.00,,INE276A01018,03-May-21,,
509563,GARWA.MARINE,X ,Q,4.23,4.23,4.23,4.23,4.23,4.15,1,135,571.00,,INE925D01014,03-May-21,,
509567,GOA CARBON  ,B ,Q,312.10,319.70,304.10,315.95,319.70,315.75,220,3042,959934.00,,INE426D01013,03-May-21,,
509597,HARDCASTLE  ,X ,Q,189.95,189.95,183.05,183.05,183.05,182.35,4,31,5784.00,,INE722D01015,03-May-21,,
509631,HEG LIMITED ,A ,Q,2298.00,2333.90,2266.10,2308.00,2308.00,2302.30,1935,24430,56203144.00,,INE545A01016,03-May-21,,
509635,HIND.COMPOSI,B ,Q,262.15,309.00,262.00,303.05,299.00,262.15,548,8216,2432592.00,,INE310C01029,03-May-21,,
509675,HIL         ,A ,Q,3599.00,3629.00,3528.45,3597.75,3571.00,3614.05,505,1513,5439437.00,,INE557A01011,03-May-21,,
509692,IND.CARD    ,B ,Q,127.70,141.80,127.00,131.90,131.90,129.50,39,421,55569.00,,INE061A01014,03-May-21,,
509709,INT.CONVEYOR,X ,Q,46.00,46.45,43.25,45.30,45.25,46.65,54,39849,1810939.00,,INE575C01027,03-May-21,,
509715,JAYSHRE TEA ,B ,Q,80.90,87.90,80.90,85.95,85.95,80.50,2425,198954,17143161.00,,INE364A01020,03-May-21,,
509820,HUHTAMAKI   ,A ,Q,265.55,279.00,265.55,275.40,276.80,273.50,559,13057,3581461.00,,INE275B01026,03-May-21,,
509835,PREMIER SYN.,X ,Q,18.55,18.55,18.20,18.20,18.20,18.55,8,558,10173.00,,INE940N01012,03-May-21,,
509874,SHALIMAR PAI,B ,Q,90.20,91.10,89.30,90.80,91.00,88.55,177,5053,455579.00,,INE849C01026,03-May-21,,
509895,HIND MILLS  ,X ,Q,244.95,259.95,230.00,259.40,259.95,246.00,16,142,35227.00,,INE832D01020,03-May-21,,
509930,SUPREM IND  ,A ,Q,2051.05,2174.30,2051.05,2113.30,2113.30,2050.90,2369,17792,37878326.00,,INE195A01028,03-May-21,,
509966,VST INDUS.  ,A ,Q,3166.10,3249.15,3166.10,3236.55,3248.00,3233.80,202,736,2373206.00,,INE710A01016,03-May-21,,
510245,SWASTI VINAY,X ,Q,7.00,7.16,6.80,7.09,7.10,7.12,181,80324,560558.00,,INE804A01025,03-May-21,,
511012,YAMINI INVES,XT,Q,0.38,0.38,0.36,0.36,0.36,0.37,32,37861,13790.00,,INE457N01025,03-May-21,,
511034,JINDAL DRILL,B ,Q,94.95,98.20,94.50,94.90,94.90,93.25,458,13008,1249675.00,,INE742C01031,03-May-21,,
511066,SAKTHI FIN. ,X ,Q,14.69,14.90,14.06,14.56,14.56,14.00,41,3155,45698.00,,INE302E01014,03-May-21,,
511072,DEWAN H.FIN.,B ,Q,15.40,15.40,14.75,14.90,14.90,15.40,559,211063,3147452.00,,INE202B01012,03-May-21,,
511076,SAT IND LTD ,X ,Q,20.00,20.50,19.60,20.45,20.45,19.75,12,4341,87271.00,,INE065D01027,03-May-21,,
511108,SHIVA TEXYAM,B ,Q,146.10,169.00,146.10,157.65,157.65,155.05,29,303,46464.00,,INE705C01020,03-May-21,,
511110,V.B.DESAI   ,X ,Q,3.33,3.33,3.33,3.33,3.33,3.18,1,100,333.00,,INE848D01018,03-May-21,,
511116,QUADRANT    ,X ,Q,0.28,0.28,0.27,0.28,0.28,0.27,378,3454245,956195.00,,INE527B01020,03-May-21,,
511131,KAMAN HSG   ,X ,Q,4.62,4.62,4.62,4.62,4.62,4.20,3,101,466.00,,INE344D01018,03-May-21,,
511144,ASYAINFO    ,X ,Q,4.18,4.20,3.83,4.20,4.20,4.03,37,4922,20045.00,,INE520G01016,03-May-21,,
511147,WALL ST.FIN.,X ,Q,16.30,17.20,16.30,16.55,17.20,16.45,34,974,16552.00,,INE549D01012,03-May-21,,
511153,ANJANIFOODS ,XT,Q,204.85,218.80,199.55,203.80,217.90,209.00,26,2891,585105.00,,INE096I01013,03-May-21,,
511176,PARSHWANA   ,X ,Q,28.50,28.50,28.50,28.50,28.50,28.50,1,1,28.00,,INE635I01018,03-May-21,,
511187,MILLENNIUM  ,X ,Q,1.12,1.12,1.12,1.12,1.12,1.07,2,816,913.00,,INE570N01025,03-May-21,,
511196,CANFIN HOMES,A ,Q,578.00,578.00,545.75,547.40,547.00,579.35,934,26872,14886110.00,,INE477A01020,03-May-21,,
511208,IL & FS INVE,B ,Q,4.96,4.96,4.84,4.86,4.85,4.82,55,35318,172155.00,,INE050B01023,03-May-21,,
511218,SHRIRAM TRAN,A ,Q,1339.65,1339.65,1275.60,1299.15,1302.00,1342.70,5548,151678,196800892.00,,INE721A01013,03-May-21,,
511243,CHOLAFIN    ,A ,Q,565.00,565.75,555.00,558.85,558.15,572.35,2448,126721,70952760.00,,INE121A01024,03-May-21,,
511333,VLS FINANCE ,B ,Q,86.60,89.05,85.20,88.80,89.05,86.70,610,15840,1379337.00,,INE709A01018,03-May-21,,
511355,IND CEM CAP ,X ,Q,5.38,5.53,5.02,5.50,5.53,5.27,24,10657,57219.00,,INE429D01017,03-May-21,,
511359,AD-MANUM FIN,X ,Q,16.70,16.70,16.25,16.25,16.25,15.95,6,438,7248.00,,INE556D01017,03-May-21,,
511377,MEHTA I.FIN ,XT,Q,5.37,5.37,5.37,5.37,5.37,5.27,12,6989,37530.00,,INE240B01012,03-May-21,,
511389,VIDEOCON IND,Z ,Q,3.99,4.00,3.83,3.96,3.97,3.93,259,122732,484132.00,,INE703A01011,03-May-21,,
511391,INTER GLOB F,X ,Q,12.62,12.62,12.62,12.62,12.62,12.02,2,260,3281.00,,INE661M01016,03-May-21,,
511413,CREST       ,B ,Q,77.70,80.85,77.70,80.05,80.00,79.40,59,2900,230766.00,,INE559D01011,03-May-21,,
511431,VAKRANGEE   ,A ,Q,50.10,51.30,49.50,50.90,51.05,50.90,882,170694,8627533.00,,INE051B01021,03-May-21,,
511441,GUJ.CREDIT  ,XT,Q,4.90,4.90,4.80,4.89,4.89,4.72,14,3983,19498.00,,INE034B01019,03-May-21,,
511463,ALEXANDER   ,X ,Q,16.10,17.10,16.10,16.80,17.05,16.75,40,15204,257481.00,,INE191N01012,03-May-21,,
511473,IND.BANK MER,B ,Q,13.22,13.32,13.00,13.27,13.30,13.31,75,19386,256060.00,,INE841B01017,03-May-21,,
511493,VCK CAPITAL ,XT,Q,1.94,1.94,1.94,1.94,1.94,1.94,2,102,197.00,,INE488C01015,03-May-21,,
511501,BHARAT BHUSH,X ,Q,20.50,22.45,19.40,20.00,20.00,19.50,96,12728,260678.00,,INE900A01013,03-May-21,,
511505,CAPITAL TRUS,B ,Q,84.90,87.00,82.00,84.15,84.15,84.70,39,1382,115229.00,,INE707C01018,03-May-21,,
511507,USHAKIRAN FI,XT,Q,3.70,3.70,3.70,3.70,3.70,3.73,1,1,3.00,,INE697C01011,03-May-21,,
511509,VIVO BIO TEC,X ,Q,62.90,63.00,60.00,60.05,60.05,61.65,137,8776,532070.00,,INE380K01017,03-May-21,,
511523,VEERHEALTH  ,X ,Q,10.00,10.00,9.03,9.40,9.40,9.55,6,605,5960.00,,INE882C01035,03-May-21,,
511525,PAN INDIA C ,XT,Q,0.32,0.33,0.31,0.33,0.32,0.32,68,35271,11174.00,,INE376A01032,03-May-21,,
511533,SAHARA HOUSG,X ,Q,32.70,38.20,32.70,34.75,34.75,34.75,42,1279,46117.00,,INE135C01012,03-May-21,,
511543,GSB FINANCE ,XT,Q,10.54,11.05,10.54,11.05,11.05,10.53,7,654,7135.00,,INE777C01011,03-May-21,,
511549,MORARKA FIN.,X ,Q,33.00,38.85,33.00,37.20,38.55,33.90,169,13911,503308.00,,INE367A01015,03-May-21,,
511551,MONARCH     ,X ,Q,62.00,63.90,60.20,60.80,61.00,61.00,30,2899,178633.00,,INE903D01011,03-May-21,,
511557,PRO FIN CAP.,X ,Q,30.20,30.50,30.20,30.50,30.50,30.15,4,650,19765.00,,INE732K01019,03-May-21,,
511559,TIMES GUARAN,B ,Q,50.10,50.10,50.10,50.10,50.10,52.70,4,150,7515.00,,INE289C01025,03-May-21,,
511571,SOMDATT FIN ,X ,Q,16.96,17.80,16.96,17.80,17.80,16.96,3,800,13820.00,,INE754C01010,03-May-21,,
511585,REGENCY TRUS,X ,Q,1.85,1.85,1.85,1.85,1.85,1.83,1,100,185.00,,INE425F01028,03-May-21,,
511589,AVONMORE    ,X ,Q,18.00,18.60,17.60,18.05,18.30,18.45,34,5970,106989.00,,INE323B01016,03-May-21,,
511597,PALSOFT INFO,XT,Q,2.09,2.09,2.09,2.09,2.09,2.09,1,1,2.00,,INE969B01016,03-May-21,,
511601,YASH MANAGE.,X ,Q,13.48,13.48,12.90,13.10,13.10,13.00,3,2479,32058.00,,INE216B01012,03-May-21,,
511605,ARIHANT CAP.,X ,Q,75.00,75.00,68.05,71.60,70.90,73.55,54,4499,318052.00,,INE420B01028,03-May-21,,
511609,ISL CONSULT ,X ,Q,12.12,12.12,12.12,12.12,12.12,11.55,1,7,84.00,,INE569B01022,03-May-21,,
511611,DCM FINANCIA,B ,Q,1.90,1.90,1.80,1.90,1.90,1.82,23,25928,48967.00,,INE891B01012,03-May-21,,
511618,JIK INDUS.  ,T ,Q,0.50,0.50,0.50,0.50,0.50,0.51,2,5000,2500.00,,INE026B01049,03-May-21,,
511628,IMCAP       ,X ,Q,47.00,47.00,44.45,46.90,46.90,46.75,10,839,37577.00,,INE417D01012,03-May-21,,
511630,SAMBHAAV MED,B ,Q,1.99,2.10,1.99,2.07,2.05,2.06,12,5331,10929.00,,INE699B01027,03-May-21,,
511658,NETTLINX LTD,X ,Q,61.25,62.45,59.45,61.10,61.70,62.35,38,5382,328143.00,,INE027D01019,03-May-21,,
511672,SCANSTL     ,XT,Q,29.35,29.35,29.35,29.35,29.35,29.90,5,291,8540.00,,INE099G01011,03-May-21,,
511676,GIC HOUSING ,A ,Q,113.50,114.45,112.95,113.25,113.25,113.20,122,8082,918808.00,,INE289B01019,03-May-21,,
511702,PARSHARTI IN,X ,Q,4.08,4.08,4.08,4.08,4.08,4.08,1,5,20.00,,INE290E01011,03-May-21,,
511706,ACTION FIN. ,Z ,Q,4.07,4.07,4.07,4.07,4.07,4.15,7,421,1713.00,,INE357A01032,03-May-21,,
511710,CUBICAL FIN.,X ,Q,1.55,1.70,1.43,1.56,1.55,1.57,52,27877,41966.00,,INE717D01023,03-May-21,,
511714,NIMBSPROJ   ,XT,Q,25.40,25.40,23.50,25.40,25.40,24.20,23,2309,57046.00,,INE875B01015,03-May-21,,
511716,ESCORT FINAN,X ,Q,3.90,3.90,3.60,3.89,3.89,3.72,19,18589,69000.00,,INE359A01012,03-May-21,,
511724,BAID LEASING,X ,Q,26.20,28.90,26.20,28.90,28.90,27.15,2,8,212.00,,INE020D01014,03-May-21,,
511726,VIPUL LTD   ,B ,Q,26.75,27.95,26.50,26.70,26.50,27.20,29,2981,79984.00,,INE946H01037,03-May-21,,
511728,KZ LEAS FIN.,X ,Q,8.46,8.46,8.46,8.46,8.46,8.06,1,2000,16920.00,,INE006C01015,03-May-21,,
511730,TRC FINAN.SE,X ,Q,8.08,8.08,8.00,8.00,8.00,7.70,4,709,5682.00,,INE759D01017,03-May-21,,
511736,USHDEV INTNL,X ,Q,0.61,0.61,0.61,0.61,0.61,0.59,15,64019,39051.00,,INE981D01025,03-May-21,,
511738,MEHTA SECUR.,XT,Q,10.38,10.38,10.38,10.38,10.38,10.92,1,25,259.00,,INE241B01010,03-May-21,,
511742,UGROCAP     ,X ,Q,98.05,107.30,96.50,101.80,102.60,104.40,119,7705,772509.00,,INE583D01011,03-May-21,,
511754,SHALIB.FINAN,X ,Q,52.30,53.85,51.25,51.95,51.25,53.90,5,1490,79323.00,,INE861D01011,03-May-21,,
511756,ABIRAMI FIN.,Z ,Q,3.65,3.80,3.65,3.80,3.80,3.65,3,101,383.00,,INE195I01013,03-May-21,,
511764,UPASANA FIN.,X ,Q,13.21,14.00,13.21,13.23,14.00,13.36,3,330,4367.00,,INE819K01014,03-May-21,,
511766,MUTHOOT CAP ,B ,Q,361.00,375.00,361.00,370.80,372.65,374.60,212,1862,689037.00,,INE296G01013,03-May-21,,
511768,MASTER TRUST,X ,Q,43.60,43.60,41.90,41.95,41.95,42.75,19,3311,140169.00,,INE677D01029,03-May-21,,
512018,CNI RES LTD ,X ,Q,1.53,1.53,1.53,1.53,1.53,1.61,2,2255,3450.00,,INE135H01029,03-May-21,,
512020,SARASW.COMM.,XT,Q,1949.65,1949.65,1949.65,1949.65,1949.65,1989.40,8,10,19496.00,,INE967G01019,03-May-21,,
512047,ROYAL IND   ,X ,Q,0.81,0.81,0.81,0.81,0.81,0.78,7,1204,975.00,,INE510H01015,03-May-21,,
512048,LUHARUKA    ,X ,Q,0.49,0.50,0.49,0.50,0.50,0.50,4,754,369.00,,INE195E01020,03-May-21,,
512064,VISVEN      ,XT,Q,87.00,87.00,85.00,85.00,85.00,83.00,3,27,2325.00,,INE762D01011,03-May-21,,
512068,DECCANGOLD  ,X ,Q,21.85,22.90,20.80,22.90,22.90,21.85,462,254223,5528139.00,,INE945F01025,03-May-21,,
512070,UPL         ,A ,Q,603.10,619.50,596.50,617.60,617.60,608.20,3743,182317,111050105.00,,INE628A01036,03-May-21,,
512093,CRANES SOFTW,X ,Q,1.28,1.28,1.28,1.28,1.28,1.22,25,18542,23733.00,,INE234B01023,03-May-21,,
512131,SIGNET IND  ,B ,Q,31.10,34.40,30.05,30.25,30.40,29.50,260,13299,415871.00,,INE529F01035,03-May-21,,
512161,SECURKLOUD  ,B ,Q,89.70,89.70,84.15,84.80,84.80,88.20,106,4562,391655.00,,INE650K01021,03-May-21,,
512165,ABANSENT    ,X ,Q,106.90,106.90,102.60,104.95,104.95,102.55,16,357,37276.00,,INE365O01010,03-May-21,,
512175,VAMA INDS   ,X ,Q,7.55,7.80,7.12,7.23,7.49,7.33,37,2057,15255.00,,INE685D01022,03-May-21,,
512179,SUNTECK REAL,A ,Q,269.80,269.80,262.10,263.60,264.00,266.95,1196,32794,8709117.00,,INE805D01034,03-May-21,,
512197,SILVEROAK   ,Z ,Q,2.88,2.88,2.88,2.88,2.88,2.88,5,78,224.00,,INE798C01017,03-May-21,,
512217,PRISM MEDI  ,X ,Q,9.19,9.19,9.19,9.19,9.19,9.01,16,2584,23746.00,,INE730E01016,03-May-21,,
512229,VERITAS     ,XT,Q,68.00,69.25,66.90,67.55,67.55,67.90,57,13714,945336.00,,INE379J01029,03-May-21,,
512237,JAI CORP LTD,A ,Q,86.20,90.15,85.15,88.35,88.35,86.00,710,82779,7263335.00,,INE070D01027,03-May-21,,
512247,ASHIRWAD CAP,X ,Q,3.99,3.99,3.70,3.86,3.98,3.88,199,51425,195762.00,,INE894A01026,03-May-21,,
512257,SVARTCORP   ,X ,Q,3.14,3.14,2.90,2.93,2.94,2.90,63,90764,267270.00,,INE895A01023,03-May-21,,
512267,MEDIA MATRIX,X ,Q,4.64,4.64,4.34,4.49,4.41,4.51,72,9892,44321.00,,INE200D01020,03-May-21,,
512289,SHIRPUR GOLD,Z ,Q,6.13,6.75,6.13,6.15,6.15,6.45,46,11197,69166.00,,INE196B01016,03-May-21,,
512296,BHAGYA INL  ,B ,Q,49.90,51.30,48.65,49.95,49.95,49.00,57,6798,339227.00,,INE458B01036,03-May-21,,
