tradingsymbol,amc,name,purchase_allowed,redemption_allowed,minimum_purchase_amount,purchase_amount_multiplier,minimum_additional_purchase_amount,minimum_redemption_quantity,redemption_quantity_multiplier,dividend_type,scheme_type,plan,settlement_type,last_price,last_price_date
INF903JA1IL3,SUNDARAMMUTUALFUND_MF,Sundaram Equity Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,payout,Equity,direct,T3,13.8488,2021-04-08
INF277K015X3,TATAMutualFund_MF,Tata Banking & PSU Debt Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,0.001,growth,Debt,direct,T1,11.3109,2021-04-08
INF179K01558,HDFCMutualFund_MF,HDFC Focused 30 Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,regular,T3,14.853,2021-04-07
INF179K01574,HDFCMutualFund_MF,HDFC Focused 30 Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,regular,T3,89.062,2021-04-07
INF179K01VI1,HDFCMutualFund_MF,HDFC Focused 30 Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,direct,T3,17.013,2021-04-07
INF179K01VK7,HDFCMutualFund_MF,HDFC Focused 30 Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,direct,T3,95.78,2021-04-07
INF200KA1648,SBIMutualFund_MF,SBI Dynamic Asset Allocation Fund,0,1,5000.0,1.0,1000.0,1.0,0.001,growth,Hybrid,regular,T3,15.3949,2021-04-08
INF200KA1655,SBIMutualFund_MF,SBI Dynamic Asset Allocation Fund,0,1,5000.0,1.0,1000.0,1.0,0.001,payout,Hybrid,regular,T3,15.398,2021-04-08
INF200KA1671,SBIMutualFund_MF,SBI Dynamic Asset Allocation Fund - Direct Plan,1,1,5000.0,1.0,1000.0,1.0,0.001,growth,Hybrid,direct,T3,16.2199,2021-04-08
INF200KA1689,SBIMutualFund_MF,SBI Dynamic Asset Allocation Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,payout,Hybrid,direct,T3,16.2003,2021-04-08
INF090I01841,FRANKLINTEMPLETON,Franklin India Opportunities Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,101.5557,2021-04-08
INF090I01858,FRANKLINTEMPLETON,Franklin India Opportunities Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,22.3962,2021-04-08
INF090I01866,FRANKLINTEMPLETON,Franklin India Opportunities Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,22.3962,2021-04-08
INF090I01GC8,FRANKLINTEMPLETON,Franklin India Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,107.5859,2021-04-08
INF090I01GD6,FRANKLINTEMPLETON,Franklin India Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,24.1707,2021-04-08
INF955L01HS0,BARODAMUTUALFUND_MF,Baroda Overnight Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1080.5214,2021-04-08
INF955L01HV4,BARODAMUTUALFUND_MF,Baroda Overnight Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1081.6921,2021-04-08
INF179K01AN5,HDFCMutualFund_MF,HDFC Multi Asset Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,regular,T3,13.799,2021-04-07
INF179K01AP0,HDFCMutualFund_MF,HDFC Multi Asset Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Hybrid,regular,T3,41.505,2021-04-07
INF179K01XU2,HDFCMutualFund_MF,HDFC Multi Asset Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,direct,T3,15.389,2021-04-07
INF179K01XW8,HDFCMutualFund_MF,HDFC Multi Asset Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Hybrid,direct,T3,43.857,2021-04-07
INF0GCD01016,TRUSTMUTUALFUND_MF,TRUSTMF Banking and PSU Debt Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1003.7127,2021-04-08
INF0GCD01073,TRUSTMUTUALFUND_MF,TRUSTMF Banking and PSU Debt Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1003.589,2021-04-08
INF0GCD01099,TRUSTMUTUALFUND_MF,TRUSTMF Banking and PSU Debt Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1003.7153,2021-04-08
INF0GCD01107,TRUSTMUTUALFUND_MF,TRUSTMF Banking and PSU Debt Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1004.6366,2021-04-08
INF677K01155,L&TMUTUALFUND_MF,L&T India Large Cap Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,34.881,2021-04-08
INF677K01163,L&TMUTUALFUND_MF,L&T India Large Cap Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,18.809,2021-04-08
INF677K01171,L&TMUTUALFUND_MF,L&T India Large Cap Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,18.809,2021-04-08
INF917K01FP2,L&TMUTUALFUND_MF,L&T India Large Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,20.613,2021-04-08
INF917K01FQ0,L&TMUTUALFUND_MF,L&T India Large Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,37.121,2021-04-08
INF174V01473,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Mid Cap Unnati Yojana,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,13.803,2021-04-08
INF174V01499,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Mid Cap Unnati Yojana,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,13.803,2021-04-08
INF174V01507,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Mid Cap Unnati Yojana - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,14.6024,2021-04-08
INF174V01523,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Mid Cap Unnati Yojana - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,14.6031,2021-04-08
INF251K01ON3,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,12.673,2021-04-08
INF251K01OP8,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,10.724,2021-04-08
INF251K01OT0,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,12.997,2021-04-08
INF251K01OV6,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,10.823,2021-04-08
INF251K01PD1,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,10.252,2021-04-08
INF251K01PF6,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,10.423,2021-04-08
INF251K01PH2,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,10.327,2021-04-08
INF251K01PJ8,BNPPARIBAS_MF,BNP Paribas Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,10.504,2021-04-08
INF955L01JR8,BARODAMUTUALFUND_MF,Baroda Large and Mid Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,13.05,2021-04-08
INF955L01JS6,BARODAMUTUALFUND_MF,Baroda Large and Mid Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,13.05,2021-04-08
INF955L01JU2,BARODAMUTUALFUND_MF,Baroda Large and Mid Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,13.21,2021-04-08
INF955L01JV0,BARODAMUTUALFUND_MF,Baroda Large and Mid Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,13.21,2021-04-08
INF789F01679,UTIMUTUALFUND_MF,UTI Healthcare Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,110.748,2021-04-08
INF789F01687,UTIMUTUALFUND_MF,UTI Healthcare Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,110.748,2021-04-08
INF789F01695,UTIMUTUALFUND_MF,UTI Healthcare Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,143.297,2021-04-08
INF789F01TM3,UTIMUTUALFUND_MF,UTI Healthcare Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,119.3976,2021-04-08
INF789F01TO9,UTIMUTUALFUND_MF,UTI Healthcare Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,154.4758,2021-04-08
INF760K01CA5,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1000.4655,2021-04-08
INF760K01DC9,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,3047.5484,2021-04-08
INF760K01DE5,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1240.6603,2021-04-08
INF760K01GM1,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,3167.3743,2021-04-08
INF760K01GN9,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1813.0827,2021-04-08
INF760K01GP4,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1000.5868,2021-04-08
INF760K01GQ2,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1240.6799,2021-04-08
INF760K01IL9,CANARAROBECOMUTUALFUND_MF,Canara Robeco Ultra Short Term Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1251.9402,2021-04-08
INF109K01BB5,ICICIPrudentialMutualFund_MF,ICICI Prudential Exports and Services Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,73.53,2021-04-08
INF109K01FL5,ICICIPrudentialMutualFund_MF,ICICI Prudential Exports and Services Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,26.19,2021-04-08
INF109K01W09,ICICIPrudentialMutualFund_MF,ICICI Prudential Exports and Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,42.78,2021-04-08
INF109K01W25,ICICIPrudentialMutualFund_MF,ICICI Prudential Exports and Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,78.2,2021-04-08
INF846K01PJ5,AXISMUTUALFUND_MF,Axis Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,17.6399,2021-04-08
INF846K01PK3,AXISMUTUALFUND_MF,Axis Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,direct,T1,10.2534,2021-04-08
INF846K01PM9,AXISMUTUALFUND_MF,Axis Credit Risk Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,direct,T1,10.1838,2021-04-08
INF846K01PO5,AXISMUTUALFUND_MF,Axis Credit Risk Fund,0,1,5000.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,16.3308,2021-04-08
INF846K01PP2,AXISMUTUALFUND_MF,Axis Credit Risk Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,10.1723,2021-04-08
INF846K01PR8,AXISMUTUALFUND_MF,Axis Credit Risk Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,10.173,2021-04-08
INF277K011Z7,TATAMutualFund_MF,Tata Multi Asset Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,1.0,payout,Hybrid,direct,T3,13.7222,2021-04-07
INF277K012Z5,TATAMutualFund_MF,Tata Multi Asset Opportunities Fund,0,1,5000.0,1.0,1000.0,50.0,1.0,growth,Hybrid,regular,T3,13.4359,2021-04-07
INF277K014Z1,TATAMutualFund_MF,Tata Multi Asset Opportunities Fund,0,1,5000.0,1.0,1000.0,50.0,1.0,payout,Hybrid,regular,T3,13.4359,2021-04-07
INF277K019Y3,TATAMutualFund_MF,Tata Multi Asset Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,1.0,growth,Hybrid,direct,T3,13.7222,2021-04-07
INF082J01127,QUANTUMMUTUALFUND_MF,Quantum Liquid Fund - Direct Plan,1,1,5000.0,1.0,500.0,50.0,0.001,growth,Debt,direct,T1,27.8046,2021-04-08
INF082J01143,QUANTUMMUTUALFUND_MF,Quantum Liquid Fund - Direct Plan,1,1,10000.0,1.0,500.0,50.0,0.001,payout,Debt,direct,T1,10.0204,2021-04-08
INF082J01309,QUANTUMMUTUALFUND_MF,Quantum Liquid Fund - Regular Plan,0,1,5000.0,1.0,500.0,50.0,0.001,growth,Debt,regular,T1,27.7275,2021-04-08
INF082J01325,QUANTUMMUTUALFUND_MF,Quantum Liquid Fund - Regular Plan,0,1,10000.0,1.0,500.0,50.0,0.001,payout,Debt,regular,T1,10.0171,2021-04-08
INF109KC1LG4,ICICIPrudentialMutualFund_MF,ICICI Prudential Manufacture in India Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,14.05,2021-04-08
INF109KC1LI0,ICICIPrudentialMutualFund_MF,ICICI Prudential Manufacture in India Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,13.06,2021-04-08
INF109KC1LJ8,ICICIPrudentialMutualFund_MF,ICICI Prudential Manufacture in India Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,14.54,2021-04-08
INF109KC1LL4,ICICIPrudentialMutualFund_MF,ICICI Prudential Manufacture in India Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,13.55,2021-04-08
INF194K01BY9,IDFCMUTUALFUND_MF,IDFC Infrastructure Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,regular,T3,19.11,2021-04-08
INF194K01BZ6,IDFCMUTUALFUND_MF,IDFC Infrastructure Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,regular,T3,17.96,2021-04-08
INF194K01CA7,IDFCMUTUALFUND_MF,IDFC Infrastructure Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,reinvest,Equity,regular,T3,17.96,2021-04-08
INF194K01X46,IDFCMUTUALFUND_MF,IDFC Infrastructure Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,direct,T3,21.19,2021-04-08
INF194K01X53,IDFCMUTUALFUND_MF,IDFC Infrastructure Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,direct,T3,20.78,2021-04-08
INF247L01965,MOTILALOSWAL_MF,Motilal Oswal Large and Midcap Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,13.4125,2021-04-08
INF247L01981,MOTILALOSWAL_MF,Motilal Oswal Large and Midcap Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,13.4126,2021-04-08
INF247L01999,MOTILALOSWAL_MF,Motilal Oswal Large and Midcap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T3,13.7632,2021-04-08
INF247L01AB3,MOTILALOSWAL_MF,Motilal Oswal Large and Midcap Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,direct,T3,13.7632,2021-04-08
INF209KA1YH6,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Manufacturing Equity Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,17.28,2021-04-08
INF209KA1YI4,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Manufacturing Equity Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,12.64,2021-04-08
INF209KA1YJ2,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Manufacturing Equity Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,12.64,2021-04-08
INF209KA1YK0,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,18.27,2021-04-08
INF209KA1YL8,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,13.29,2021-04-08
INF336L01PB2,HSBCMUTUALFUND_MF,HSBC Focused Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,13.4951,2021-04-08
INF336L01PC0,HSBCMUTUALFUND_MF,HSBC Focused Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,13.4951,2021-04-08
INF336L01PE6,HSBCMUTUALFUND_MF,HSBC Focused Equity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,13.3371,2021-04-08
INF336L01PF3,HSBCMUTUALFUND_MF,HSBC Focused Equity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,13.3371,2021-04-08
INF179KB1MH6,HDFCMutualFund_MF,HDFC Retirement Savings Fund - Hybrid Equity - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Solution Oriented,direct,T3,23.184,2021-04-07
INF179KB1MI4,HDFCMutualFund_MF,HDFC Retirement Savings Fund - Hybrid Equity - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Solution Oriented,regular,T3,21.51,2021-04-07
INF277K01774,TATAMutualFund_MF,Tata Infrastructure Fund - Regular Plan,0,1,5000.0,1.0,1000.0,50.0,0.001,reinvest,Equity,regular,T3,34.698,2021-04-08
INF277K01782,TATAMutualFund_MF,Tata Infrastructure Fund - Regular Plan,0,1,5000.0,1.0,1000.0,50.0,0.001,growth,Equity,regular,T3,73.1266,2021-04-08
INF277K01DY8,TATAMutualFund_MF,Tata Infrastructure Fund - Regular Plan,0,1,5000.0,1.0,1000.0,50.0,0.001,payout,Equity,regular,T3,34.698,2021-04-08
INF277K01PO3,TATAMutualFund_MF,Tata Infrastructure Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,0.001,payout,Equity,direct,T3,40.08,2021-04-08
INF277K01PQ8,TATAMutualFund_MF,Tata Infrastructure Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,0.001,growth,Equity,direct,T3,76.4884,2021-04-08
INF179K01GE1,HDFCMutualFund_MF,HDFC Infrastructure Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,regular,T3,9.473,2021-04-07
INF179K01GF8,HDFCMutualFund_MF,HDFC Infrastructure Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,regular,T3,15.87,2021-04-07
INF179K01WP4,HDFCMutualFund_MF,HDFC Infrastructure Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,direct,T3,13.002,2021-04-07
INF179K01WQ2,HDFCMutualFund_MF,HDFC Infrastructure Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,direct,T3,16.949,2021-04-07
INF109K01415,ICICIPrudentialMutualFund_MF,ICICI Prudential FMCG Fund - Growth,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,279.11,2021-04-08
INF109K01EO2,ICICIPrudentialMutualFund_MF,ICICI Prudential FMCG Fund - Dividend,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,72.72,2021-04-08
INF109K01Y98,ICICIPrudentialMutualFund_MF,ICICI Prudential FMCG Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,118.23,2021-04-08
INF109K01Z14,ICICIPrudentialMutualFund_MF,ICICI Prudential FMCG Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,296.69,2021-04-08
INF200K01CT2,SBIMutualFund_MF,SBI Infrastructure Fund,0,1,5000.0,1.0,1000.0,1.0,0.001,growth,Equity,regular,T3,19.6453,2021-04-08
INF200K01CU0,SBIMutualFund_MF,SBI Infrastructure Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,payout,Equity,regular,T3,17.4757,2021-04-08
INF200K01RQ6,SBIMutualFund_MF,SBI Infrastructure Fund - Direct Plan,1,1,5000.0,1.0,1000.0,1.0,0.001,payout,Equity,direct,T3,18.2821,2021-04-08
INF200K01RS2,SBIMutualFund_MF,SBI Infrastructure Fund - Direct Plan,1,1,5000.0,1.0,1000.0,1.0,0.001,growth,Equity,direct,T3,20.6583,2021-04-08
INF205K01122,INVESCOMUTUALFUND_MF,Invesco India Arbitrage Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,24.758,2021-04-08
INF205K01148,INVESCOMUTUALFUND_MF,Invesco India Arbitrage Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,13.2428,2021-04-08
INF205K01KP2,INVESCOMUTUALFUND_MF,Invesco India Arbitrage Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,14.1658,2021-04-08
INF205K01KR8,INVESCOMUTUALFUND_MF,Invesco India Arbitrage Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,26.0323,2021-04-08
INF205K01VF0,INVESCOMUTUALFUND_MF,Invesco India Arbitrage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,16.5056,2021-04-08
INF846K01S86,AXISMUTUALFUND_MF,Axis Retirement Savings Fund - Aggressive Plan - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Solution Oriented,direct,T3,12.51,2021-04-08
INF846K01S94,AXISMUTUALFUND_MF,Axis Retirement Savings Fund - Aggressive Plan - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Solution Oriented,direct,T3,12.48,2021-04-08
INF846K01T02,AXISMUTUALFUND_MF,Axis Retirement Savings Fund - Aggressive Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Solution Oriented,regular,T3,12.23,2021-04-08
INF846K01T10,AXISMUTUALFUND_MF,Axis Retirement Savings Fund - Aggressive Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Solution Oriented,regular,T3,12.23,2021-04-08
INF760K01225,CANARAROBECOMUTUALFUND_MF,Canara Robeco Consumer Trends Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,28.74,2021-04-08
INF760K01241,CANARAROBECOMUTUALFUND_MF,Canara Robeco Consumer Trends Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,55.69,2021-04-08
INF760K01DS5,CANARAROBECOMUTUALFUND_MF,Canara Robeco Consumer Trends Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,49.55,2021-04-08
INF760K01DU1,CANARAROBECOMUTUALFUND_MF,Canara Robeco Consumer Trends Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,60.57,2021-04-08
INF109KC1D69,ICICIPrudentialMutualFund_MF,ICICI Prudential MNC Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,15.37,2021-04-08
INF109KC1D85,ICICIPrudentialMutualFund_MF,ICICI Prudential MNC Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,14.31,2021-04-08
INF109KC1D93,ICICIPrudentialMutualFund_MF,ICICI Prudential MNC Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,15.78,2021-04-08
INF109KC1E19,ICICIPrudentialMutualFund_MF,ICICI Prudential MNC Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,14.71,2021-04-08
INF174V01218,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Low Duration Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1296.6807,2021-04-08
INF174V01259,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Low Duration Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1114.75,2021-04-08
INF174V01267,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Low Duration Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1345.1237,2021-04-08
INF174V01309,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Low Duration Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1134.5356,2021-04-08
INF903J01231,SUNDARAMMUTUALFUND_MF,Sundaram Infrastructure Advantage Fund,0,0,5000.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,40.5075,2021-04-08
INF903J01249,SUNDARAMMUTUALFUND_MF,Sundaram Infrastructure Advantage Fund,0,0,5000.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,33.4068,2021-04-08
INF903J01F68,SUNDARAMMUTUALFUND_MF,Sundaram Infrastructure Advantage Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,regular,T3,40.5075,2021-04-08
INF903J01F76,SUNDARAMMUTUALFUND_MF,Sundaram Infrastructure Advantage Fund,0,1,100.0,1.0,100.0,0.001,0.001,payout,Equity,regular,T3,33.4068,2021-04-08
