tradingsymbol,amc,name,purchase_allowed,redemption_allowed,minimum_purchase_amount,purchase_amount_multiplier,minimum_additional_purchase_amount,minimum_redemption_quantity,redemption_quantity_multiplier,dividend_type,scheme_type,plan,settlement_type,last_price,last_price_date
INF194KB1BJ6,IDFCMUTUALFUND_MF,IDFC Floating Rate Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,10.0477,2021-04-08
INF336L01OR1,HSBCMUTUALFUND_MF,HSBC Ultra Short Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,1062.0021,2021-04-08
INF336L01OV3,HSBCMUTUALFUND_MF,HSBC Ultra Short Duration Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1009.9064,2021-04-08
INF336L01OW1,HSBCMUTUALFUND_MF,HSBC Ultra Short Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,1058.7127,2021-04-08
INF336L01PA4,HSBCMUTUALFUND_MF,HSBC Ultra Short Duration Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1020.6982,2021-04-08
INF109K01605,ICICIPrudentialMutualFund_MF,ICICI Prudential Child Care - Gift Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Solution Oriented,regular,T3,168.09,2021-04-08
INF109K01Y49,ICICIPrudentialMutualFund_MF,ICICI Prudential Child Care - Gift Fund - Direct Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Solution Oriented,direct,T3,179.05,2021-04-08
INF579M01183,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund,0,1,10000.0,100.0,1000.0,0.001,0.001,growth,Debt,regular,T2,16.8991,2021-04-08
INF579M01191,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund,0,1,10000.0,100.0,1000.0,0.001,0.001,growth,Debt,regular,T2,16.8991,2021-04-08
INF579M01209,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund,0,1,10000.0,100.0,1000.0,0.001,0.001,payout,Debt,regular,T2,11.8926,2021-04-08
INF579M01217,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund,0,1,10000.0,100.0,1000.0,0.001,0.001,payout,Debt,regular,T2,16.3076,2021-04-08
INF579M01225,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund,0,1,10000.0,100.0,1000.0,0.001,0.001,payout,Debt,regular,T2,16.3076,2021-04-08
INF579M01266,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund - Direct Plan,1,1,10000.0,100.0,1000.0,0.001,0.001,growth,Debt,direct,T2,17.6409,2021-04-08
INF579M01282,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund - Direct Plan,0,1,1.0,1.0,1.0,0.001,0.001,payout,Debt,direct,T2,12.5277,2021-04-08
INF579M01290,IIFLMUTUALFUND_MF,IIFL Dynamic Bond Fund - Direct Plan,1,1,10000.0,100.0,1000.0,0.001,0.001,payout,Debt,direct,T2,15.7188,2020-06-23
INF582M01013,UNIONMUTUALFUND_MF,Union Liquid Fund,0,1,5000.0,0.01,1000.0,100.0,0.001,growth,Debt,regular,T1,1967.6005,2021-04-08
INF582M01062,UNIONMUTUALFUND_MF,Union Liquid Fund,0,1,5000.0,0.01,1000.0,100.0,0.001,payout,Debt,regular,T1,1001.9045,2021-04-08
INF582M01070,UNIONMUTUALFUND_MF,Union Liquid Fund,0,1,5000.0,0.01,1000.0,100.0,0.001,payout,Debt,regular,T1,1001.8982,2021-04-08
INF582M01674,UNIONMUTUALFUND_MF,Union Liquid Fund - Direct Plan,1,1,5000.0,0.01,1000.0,100.0,0.001,growth,Debt,direct,T1,1983.5527,2021-04-08
INF582M01724,UNIONMUTUALFUND_MF,Union Liquid Fund - Direct Plan,1,1,5000.0,0.01,1000.0,100.0,0.001,payout,Debt,direct,T1,1001.9371,2021-04-08
INF582M01732,UNIONMUTUALFUND_MF,Union Liquid Fund - Direct Plan,1,1,5000.0,0.01,1000.0,100.0,0.001,payout,Debt,direct,T1,1001.9277,2021-04-08
INF754K01JJ4,EDELWEISSMUTUALFUND_MF,Edelweiss Small Cap Fund,0,1,5000.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,17.909,2021-04-08
INF754K01JK2,EDELWEISSMUTUALFUND_MF,Edelweiss Small Cap Fund,0,1,5000.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,16.877,2021-04-08
INF754K01JN6,EDELWEISSMUTUALFUND_MF,Edelweiss Small Cap Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T3,18.518,2021-04-08
INF754K01JO4,EDELWEISSMUTUALFUND_MF,Edelweiss Small Cap Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,0.001,payout,Equity,direct,T3,17.487,2021-04-08
INF173K01940,PRINCIPALMUTUALFUND_MF,Principal Multi Cap Growth Fund,0,1,300.0,1.0,300.0,0.001,0.001,growth,Equity,regular,T3,182.8,2021-04-08
INF173K01957,PRINCIPALMUTUALFUND_MF,Principal Multi Cap Growth Fund,0,1,300.0,1.0,300.0,0.001,0.001,payout,Equity,regular,T3,43.19,2021-04-08
INF173K01973,PRINCIPALMUTUALFUND_MF,Principal Multi Cap Growth Fund,0,0,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,43.19,2021-04-08
INF173K01FN7,PRINCIPALMUTUALFUND_MF,Principal Multi Cap Growth Fund - Direct Plan,1,1,300.0,1.0,300.0,0.001,0.001,payout,Equity,direct,T3,55.66,2021-04-08
INF173K01FQ0,PRINCIPALMUTUALFUND_MF,Principal Multi Cap Growth Fund - Direct Plan,1,1,300.0,1.0,300.0,0.001,0.001,growth,Equity,direct,T3,194.5,2021-04-08
INF209K01397,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Dividend Yield Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,15.82,2021-04-08
INF209K01405,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Dividend Yield Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,202.49,2021-04-08
INF209K01Q55,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Dividend Yield Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,27.79,2021-04-08
INF209K01WA1,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Dividend Yield Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,215.32,2021-04-08
INF846K01VJ3,AXISMUTUALFUND_MF,AXIS Equity Saver Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,growth,Hybrid,direct,T3,16.39,2021-04-08
INF846K01VK1,AXISMUTUALFUND_MF,AXIS Equity Saver Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Hybrid,direct,T3,12.7,2021-04-08
INF846K01VM7,AXISMUTUALFUND_MF,AXIS Equity Saver Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Hybrid,direct,T3,12.91,2021-04-08
INF846K01VO3,AXISMUTUALFUND_MF,AXIS Equity Saver Fund,0,1,5000.0,1.0,100.0,0.001,0.001,growth,Hybrid,regular,T3,15.3,2021-04-08
INF846K01VP0,AXISMUTUALFUND_MF,AXIS Equity Saver Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Hybrid,regular,T3,11.83,2021-04-08
INF846K01VR6,AXISMUTUALFUND_MF,AXIS Equity Saver Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Hybrid,regular,T3,12.01,2021-04-08
INF846K01VS4,AXISMUTUALFUND_MF,AXIS Equity Saver Fund,0,1,5000.0,1.0,100.0,0.001,0.001,reinvest,Hybrid,regular,T3,12.01,2021-04-08
INF846K01XP6,AXISMUTUALFUND_MF,AXIS Equity Saver Fund - Direct Plan,1,1,5000.0,1.0,100.0,0.001,0.001,payout,Hybrid,direct,T3,12.82,2021-04-08
INF846K01XR2,AXISMUTUALFUND_MF,AXIS Equity Saver Fund,0,1,5000.0,1.0,100.0,0.001,0.001,payout,Hybrid,regular,T3,12.65,2021-04-08
INF789F01646,UTIMUTUALFUND_MF,UTI Gilt Fund,0,1,20000.0,1.0,500.0,0.001,0.001,payout,Debt,regular,T1,30.5645,2021-04-08
INF789F01661,UTIMUTUALFUND_MF,UTI Gilt  Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,regular,T1,49.2737,2021-04-08
INF789F01PR0,UTIMUTUALFUND_MF,UTI Gilt Fund - PF Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,20.4592,2021-04-08
INF789F01PT6,UTIMUTUALFUND_MF,UTI Gilt Fund - PF Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,36.6367,2021-04-08
INF789F01PU4,UTIMUTUALFUND_MF,UTI Gilt Fund - Prescribed Date Auto,0,1,100000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,36.6571,2021-04-08
INF789F01TJ9,UTIMUTUALFUND_MF,UTI Gilt Fund - Direct Plan,1,1,20000.0,1.0,500.0,0.001,0.001,payout,Debt,direct,T1,24.9059,2021-04-08
INF789F01TL5,UTIMUTUALFUND_MF,UTI Gilt Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Debt,direct,T1,50.4369,2021-04-08
INF336L01016,HSBCMUTUALFUND_MF,HSBC Large Cap Equity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,274.19,2021-04-08
INF336L01024,HSBCMUTUALFUND_MF,HSBC Large Cap Equity Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,34.8506,2021-04-08
INF336L01CK1,HSBCMUTUALFUND_MF,HSBC Large Cap Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,34.7285,2021-04-08
INF336L01CM7,HSBCMUTUALFUND_MF,HSBC Large Cap Equity Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,292.5692,2021-04-08
INF200K01404,SBIMutualFund_MF,SBI Consumption Opportunities Fund,0,1,5000.0,1.0,1000.0,100.0,0.001,payout,Equity,regular,T3,85.9251,2021-04-08
INF200K01412,SBIMutualFund_MF,SBI Consumption Opportunities Fund,0,1,5000.0,1.0,1000.0,1.0,0.001,reinvest,Equity,regular,T3,85.9251,2021-04-08
INF200K01RK9,SBIMutualFund_MF,SBI Consumption Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,100.0,0.001,payout,Equity,direct,T3,109.4666,2021-04-08
INF200K01RM5,SBIMutualFund_MF,SBI Consumption Opportunities Fund - Direct Plan,1,1,5000.0,1.0,1000.0,1.0,0.001,growth,Equity,direct,T3,155.4961,2021-04-08
INF200K01VR6,SBIMutualFund_MF,SBI Consumption Opportunities Fund,0,1,5000.0,1.0,1000.0,1.0,0.001,growth,Equity,regular,T3,142.6738,2021-04-08
INF582M01DE9,UNIONMUTUALFUND_MF,Union Balanced Advantage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,14.31,2021-04-08
INF582M01DG4,UNIONMUTUALFUND_MF,Union Balanced Advantage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,14.31,2021-04-08
INF582M01DI0,UNIONMUTUALFUND_MF,Union Balanced Advantage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,13.99,2021-04-08
INF582M01DK6,UNIONMUTUALFUND_MF,Union Balanced Advantage Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,13.99,2021-04-08
INF789F01356,UTIMUTUALFUND_MF,UTI Banking & Financial Services Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,39.7361,2021-04-08
INF789F01364,UTIMUTUALFUND_MF,UTI Banking & Financial Services Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Equity,regular,T3,39.7361,2021-04-08
INF789F01372,UTIMUTUALFUND_MF,UTI Banking & Financial Services Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,102.0981,2021-04-08
INF789F01SL7,UTIMUTUALFUND_MF,UTI Banking & Financial Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,43.4533,2021-04-08
INF789F01SN3,UTIMUTUALFUND_MF,UTI Banking & Financial Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,111.0327,2021-04-08
INF194K01490,IDFCMUTUALFUND_MF,IDFC Large Cap Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,regular,T3,16.69,2021-04-08
INF194K01508,IDFCMUTUALFUND_MF,IDFC Large Cap Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,reinvest,Equity,regular,T3,16.69,2021-04-08
INF194K01516,IDFCMUTUALFUND_MF,IDFC Large Cap Fund,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,regular,T3,41.93,2021-04-08
INF194K01Z44,IDFCMUTUALFUND_MF,IDFC Large Cap Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Equity,direct,T3,45.73,2021-04-08
INF194K01Z51,IDFCMUTUALFUND_MF,IDFC Large Cap Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Equity,direct,T3,20.79,2021-04-08
INF205K01RW3,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,2191.9957,2021-04-08
INF205K01RY9,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,2447.001,2021-04-08
INF205K01RZ6,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,1034.6277,2021-04-08
INF205K01SB5,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,2396.9938,2021-04-08
INF205K01SD1,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,2393.9233,2021-04-08
INF205K01SE9,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1018.8059,2021-04-08
INF205K01SG4,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund - Retail Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,2182.7288,2021-04-08
INF205K01SH2,INVESCOMUTUALFUND_MF,Invesco India Money Market Fund - Retail Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1159.3105,2021-04-08
INF789F01AN1,UTIMUTUALFUND_MF,UTI Multi Asset Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,18.9912,2021-04-08
INF789F01AP6,UTIMUTUALFUND_MF,UTI Multi Asset Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,40.294,2021-04-08
INF789F01VC0,UTIMUTUALFUND_MF,UTI Multi Asset Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,20.695,2021-04-08
INF789F01VE6,UTIMUTUALFUND_MF,UTI Multi Asset Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,42.9451,2021-04-08
INF251K01PQ3,BNPPARIBAS_MF,BNP Paribas India Consumption Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,regular,T3,16.343,2021-04-08
INF251K01PS9,BNPPARIBAS_MF,BNP Paribas India Consumption Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,regular,T3,15.339,2021-04-08
INF251K01PT7,BNPPARIBAS_MF,BNP Paribas India Consumption Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity,direct,T3,16.999,2021-04-08
INF251K01PV3,BNPPARIBAS_MF,BNP Paribas India Consumption Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity,direct,T3,16.459,2021-04-08
INF194K01IL1,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Debt,regular,T1,53.0965,2021-04-08
INF194K01IN7,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,11.4546,2021-04-08
INF194K01IQ0,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,regular,T1,11.6598,2021-04-08
INF194K01IT4,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,regular,T1,11.7631,2021-04-08
INF194K01R51,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Debt,direct,T1,56.4922,2021-04-08
INF194K01R77,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,direct,T1,15.6526,2021-04-08
INF194K01S35,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,direct,T1,12.3118,2021-04-08
INF194KA1SU8,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,regular,T1,11.3958,2021-04-08
INF194KA1SV6,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,reinvest,Debt,regular,T1,11.3958,2021-04-08
INF194KA1SX2,IDFCMUTUALFUND_MF,IDFC Bond Fund Income Plan - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,direct,T1,13.7433,2021-04-08
INF179K01947,HDFCMutualFund_MF,HDFC Income Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,regular,T1,11.2092,2021-04-07
INF179K01962,HDFCMutualFund_MF,HDFC Income Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Debt,regular,T1,46.6222,2021-04-07
INF179K01WJ7,HDFCMutualFund_MF,HDFC Income Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,direct,T1,12.0581,2021-04-07
INF179K01WL3,HDFCMutualFund_MF,HDFC Income Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Debt,direct,T1,49.4682,2021-04-07
INF179KA1Q12,HDFCMutualFund_MF,HDFC Income Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,direct,T1,15.6437,2021-04-07
INF179KA1Q38,HDFCMutualFund_MF,HDFC Income Fund - Regular Plan,0,1,5000.0,10.0,1000.0,0.001,0.001,payout,Debt,regular,T1,14.7014,2021-04-07
INF843K01047,EDELWEISSMUTUALFUND_MF,Edelweiss Large & Mid Cap Fund,0,1,5000.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,43.429,2021-04-08
INF843K01054,EDELWEISSMUTUALFUND_MF,Edelweiss Large & Mid Cap Fund,0,1,5000.0,1.0,500.0,0.001,1.0,payout,Equity,regular,T3,18.243,2021-04-08
INF843K01062,EDELWEISSMUTUALFUND_MF,Edelweiss Large & Mid Cap Fund,0,1,5000.0,1.0,500.0,0.001,1.0,reinvest,Equity,regular,T3,18.243,2021-04-08
INF843K01AL0,EDELWEISSMUTUALFUND_MF,Edelweiss Large & Mid Cap Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,1.0,growth,Equity,direct,T3,47.826,2021-04-08
INF843K01AM8,EDELWEISSMUTUALFUND_MF,Edelweiss Large & Mid Cap Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,1.0,payout,Equity,direct,T3,20.212,2021-04-08
INF663L01FF1,PGIMINDIAMUTUALFUND_MF,PGIM India Flexi Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity - Flexi Cap,direct,T3,23.11,2021-04-08
INF663L01FG9,PGIMINDIAMUTUALFUND_MF,PGIM India Flexi Cap Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity - Flexi Cap,direct,T3,17.18,2021-04-08
INF663L01FJ3,PGIMINDIAMUTUALFUND_MF,PGIM India Flexi Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Equity - Flexi Cap,regular,T3,21.13,2021-04-08
INF663L01FK1,PGIMINDIAMUTUALFUND_MF,PGIM India Flexi Cap Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Equity - Flexi Cap,regular,T3,16.21,2021-04-08
INF204K01UC2,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund,0,1,10000.0,1.0,10000.0,0.001,0.001,reinvest,Debt,regular,T1,1114.15,2021-04-08
INF204K01UE8,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,3049.1065,2021-04-08
INF204K01UF5,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund,0,1,100.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,1010.4223,2021-04-08
INF204K01UG3,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund,0,1,100.0,1.0,100.0,0.001,0.001,reinvest,Debt,regular,T1,1010.4223,2021-04-08
INF204K01UH1,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund,0,1,100.0,1.0,100.0,0.001,0.001,payout,Debt,regular,T1,1009.3949,2021-04-08
INF204K01YH3,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,3252.9499,2021-04-08
INF204K01YI1,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,payout,Debt,direct,T1,1018.7877,2021-04-08
INF204K01YK7,NipponIndiaMutualFund_MF,Nippon India Ultra Short Duration Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,payout,Debt,direct,T1,1016.0263,2021-04-08
INF767K01PT2,LICMUTUALFUND_MF,LIC MF Short Term Debt Fund,0,1,5000.0,1.0,500.0,0.001,0.001,growth,Debt,regular,T1,11.718,2021-04-08
INF767K01PU0,LICMUTUALFUND_MF,LIC MF Short Term Debt Fund,0,1,5000.0,1.0,500.0,0.001,0.001,payout,Debt,regular,T1,11.718,2021-04-08
INF767K01PW6,LICMUTUALFUND_MF,LIC MF Short Term Debt Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,0.001,growth,Debt,direct,T1,11.9906,2021-04-08
INF767K01PX4,LICMUTUALFUND_MF,LIC MF Short Term Debt Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,0.001,payout,Debt,direct,T1,11.9906,2021-04-08
INF277K01Y86,TATAMutualFund_MF,Tata Banking and Financial Services Fund,0,1,5000.0,1.0,1000.0,50.0,0.001,growth,Equity,regular,T3,22.9598,2021-04-08
INF277K01Y94,TATAMutualFund_MF,Tata Banking and Financial Services Fund,0,1,5000.0,1.0,1000.0,50.0,0.001,payout,Equity,regular,T3,21.1332,2021-04-08
INF277K01Z02,TATAMutualFund_MF,Tata Banking and Financial Services Fund,0,1,5000.0,1.0,1000.0,50.0,0.001,reinvest,Equity,regular,T3,21.1332,2021-04-08
INF277K01Z10,TATAMutualFund_MF,Tata Banking and Financial Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,0.001,growth,Equity,direct,T3,25.0238,2021-04-08
INF277K01Z28,TATAMutualFund_MF,Tata Banking and Financial Services Fund - Direct Plan,1,1,5000.0,1.0,1000.0,50.0,0.001,payout,Equity,direct,T3,25.0238,2021-04-08
INF843K01KK1,EDELWEISSMUTUALFUND_MF,Edelweiss Flexi Cap Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,0.001,growth,Equity - Flexi Cap,direct,T3,20.414,2021-04-08
INF843K01KL9,EDELWEISSMUTUALFUND_MF,Edelweiss Flexi Cap Fund - Direct Plan,1,1,5000.0,1.0,500.0,0.001,0.001,payout,Equity - Flexi Cap,direct,T3,18.063,2021-04-08
INF843K01KN5,EDELWEISSMUTUALFUND_MF,Edelweiss Flexi Cap Fund,0,1,5000.0,1.0,500.0,0.001,0.001,growth,Equity - Flexi Cap,regular,T3,18.927,2021-04-08
INF843K01KO3,EDELWEISSMUTUALFUND_MF,Edelweiss Flexi Cap Fund,0,1,5000.0,1.0,500.0,0.001,0.001,payout,Equity - Flexi Cap,regular,T3,16.855,2021-04-08
INF843K01KP0,EDELWEISSMUTUALFUND_MF,Edelweiss Flexi Cap Fund,0,1,5000.0,1.0,500.0,0.001,0.001,reinvest,Equity - Flexi Cap,regular,T3,16.855,2021-04-08
INF740KA1NN3,DSP_MF,DSP Quant Fund,0,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,14.158,2021-04-08
INF740KA1NO1,DSP_MF,DSP Quant Fund,0,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,14.158,2021-04-08
INF740KA1NQ6,DSP_MF,DSP Quant Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,growth,Equity,direct,T3,14.356,2021-04-08
INF740KA1NR4,DSP_MF,DSP Quant Fund - Direct Plan,1,1,500.0,1.0,500.0,0.001,0.001,payout,Equity,direct,T3,14.356,2021-04-08
INF205K01213,INVESCOMUTUALFUND_MF,Invesco India Dynamic Equity Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,33.41,2021-04-08
INF205K01239,INVESCOMUTUALFUND_MF,Invesco India Dynamic Equity Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,17.67,2021-04-08
INF205K01LL9,INVESCOMUTUALFUND_MF,Invesco India Dynamic Equity Fund- Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,19.39,2021-04-08
INF205K01LN5,INVESCOMUTUALFUND_MF,Invesco India Dynamic Equity Fund- Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,37.4,2021-04-08
INF903JA1IH1,SUNDARAMMUTUALFUND_MF,Sundaram Equity Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,regular,T3,13.4432,2021-04-08
INF903JA1II9,SUNDARAMMUTUALFUND_MF,Sundaram Equity Fund,0,1,100.0,1.0,100.0,0.001,0.001,payout,Equity,regular,T3,13.4437,2021-04-08
INF903JA1IK5,SUNDARAMMUTUALFUND_MF,Sundaram Equity Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Equity,direct,T3,13.8624,2021-04-08
